"Project"	"Event"	"Data_Source"	"Site_ID"	"Dataset_ID"	"Site_Name_Clean"	"Latitude"	"Longitude"	"Elevation"	"Continent"	"Archive_Type"	"Data_Type"	"Number_Pollen_Samples"	"AgeModel_Source"	"Number_Datings"	"minimum_meanAge"	"maximum_meanAge"	"mean_resolution_meanAge"	"range_meanAge"	"Site_Description"	"Submission_Pollendata"	"Publication_1"	"Publication_DOI_1"	"Publication_2"	"Publication_DOI_2"	"Publication_3"	"Publication_DOI_3"	"Publication_4"	"Publication_DOI_4"	"Publication_5"	"Publication_DOI_5"	"Publication_6"	"Publication_DOI_6"	"Publication_7"	"Publication_DOI_7"	"Publication_8"	"Publication_DOI_8"	"Basin_Area"	"Basin_Source"	"Basin_Comment"
"LegacyPollen_1.0"	"TUKOU2"	"Neotoma"	23925	41532	"Tukou marsh"	-27.604	-144.352	2	"Indopacific"	"Peat"	"Raw"	28	"AWI"	6	-26	6533	242.9	6559	"The marsh lies on the south side of the broadest river delta and associated tidal flats at the head of Ha'urei Harbor. The marsh is banked and divided by two smaller prograding river channels forming two waterlogged depressions. The modern marsh appears to have developed behind the southern levee of the main river and the northern levee of the smaller river bounded the marsh to the south. The marsh extends from the estuarine shoreline, marked at high tide (~0.4 m above mean sea level) by driftwood and estuarine detritus, ~135 m to the embankment of the surrounding hill slope. Below the embankment, the marsh reaches a maximum elevation of 3 m above the high tide mark. The topography of the remnant agricultural terrace features lie an additional 50 cm or more above the marsh surface. Tukou is fed by two permanent streams that drain the eastern catchment of Pera'u (650 m a.s.l.), the highest peak on the island. The vegetation of the water-logged marsh surface is currently dominated by introduced pastoral grasses (e.g. Briza minor L.) and adventive herbs (e.g. Calystegia soldanella (L.) R.Br. ex Roem. & Schult. and Commelina diffusa Burm.f.) with some indigenous sedges and rushes. The embankment on the periphery of the marsh has a vegetation cover of grass and naturalized trees. Some indigenous trees are found at the site including Hibiscus tiliaceus L. and Metrosideros collina (J.R Forst. & G.Forst.) A. Gray."	"2002-07-15 00:00:00"	"Kennett, D., Anderson, A., Prebble, M., Conte, E. and Southon, J., 2006. Prehistoric human impacts on Rapa, French Polynesia. antiquity, 80(308), pp.340-354."	"https://doi.org/10.1017/S0003598X00093662"	"Prebble, M., Anderson, A. and Kennett, D.J., 2013. Forest clearance and agricultural expansion on Rapa, Austral archipelago, French Polynesia. The Holocene, 23(2), pp.179-196."	"https://doi.org/10.1177/0959683612455551"	"Prebble, M., Anderson, A.J., Augustinus, P., Emmitt, J., Fallon, S.J., Furey, L.L., Holdaway, S.J., Jorgensen, A., Ladefoged, T.N., Matthews, P.J. and Meyer, J.Y., 2019. Early tropical crop production in marginal subtropical and temperate Polynesia. Proceedings of the National Academy of Sciences, 116(18), pp.8824-8833."	"https://doi.org/10.1073/pnas.1821732116"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"SWALLOW"	"Neotoma"	26171	45648	"Swallow Lagoon"	-27.4986	153.4547	150	"Indopacific"	"Lake"	"Raw"	87	"AWI"	18	-53	8119	95	8172	"Swallow Lagoon (2729'55\" S: 15327'17\" E) is a small (<0.5 ha), perched, freshwater lake that is high in the dunes at ca. 150 m a.s.l."	"2011-01-01 00:00:00"	"Mariani, M., Tibby, J., Barr, C., Moss, P., Marshall, J.C. and McGregor, G.B., 2019. Reduced rainfall drives biomass limitation of long-term fire activity in Australia's subtropical sclerophyll forests. Journal of Biogeography, 46(9), pp.1974-1987."	"https://doi.org/10.1111/jbi.13628"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3723.143	"Google Earth"	NA
"LegacyPollen_1.0"	"COREDC1"	"Neotoma"	19924	47110	"Dove Lake"	-41.6606	145.9611	934	"Indopacific"	"Lake"	"Raw"	77	"AWI"	4	207	17721	230.4	17514	"Lake Dove lies at the northern end of the Cradle Mountain-Lake St. Clair National Park in northwestern Tasmania."	"1994-01-15 00:00:00"	"Dyson, W.D., 1994. A pollen and vegetation history from Lake Dove, Western Tasmania. Undergraduate thesis. The University of Newcastle, Callaghan, NSW, Australia."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	872512.7	"Google Earth"	NA
"LegacyPollen_2.0"	"WAINISAV"	"Neotoma2"	27225	48647	"Wainisavulevu Creek"	-17.8388	178.024	928	"Indopacific"	"Lake"	"Raw"	14	"Neotoma_OCTOPUS"	2	27386	28529	87.9	1143	"Landslip dammed lake exposed in cut underlying a thick deposit of colluvium. Physiography: Steep valley on the Nadrau Plateau. Surrounding vegetation: tropical ombrophilous cloud forest. Dominant species is Cyathea lunulata. Other species include Citronella vitiensis, Psychotria gibbsiae, Pterandra insolita, Metrosideros collina, and Phaleria glabra."	"1985-01-06 00:00:00"	"Hope, G., Stevenson, J. and Southern, W., 2009. Vegetation histories from the Fijian Islands: alternative records of human impact. The early prehistory of Fiji, 31, pp.63-86."	"https://doi.org/10.22459/TA31.12.2009.04"	"Southern, W. 1986. The late Quaternary environmental History of Fiji. Doctoral dissertation. Australian National University, Canberra, Australian Capital Territory, Australia."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	138459.3	"Google Earth"	"pent up lake in a river valley"
"LegacyPollen_1.0"	"TAGIMA10"	"Neotoma"	27226	48649	"Lake Tagimaucia"	-16.8217	-179.939	823	"Indopacific"	"Lake"	"Raw"	61	"AWI"	5	81	17161	284.7	17080	"Swamp and open water within the Lake Tagimaucia basin, a volcanic caldera on the east side of Taveuni's main ridge. Vegetation is thick, stunted rainforest (ombrophilous cloud forest) with abundant ferns and mosses. Common trees are Calophyllum vitiense, Macaranga harveyana, Geniostoma vitiense, Dysoxylum sp., Rapanea myricifolia, Palaquium hornei, Podocarpus neriifolius, and Neubergia alata, also treeferns Cyathea alta and C. medullaris and palms Veitchia simulans and Clinostigma exorrhiza."	"1983-07-01 00:00:00"	"Hope, G., Stevenson, J. and Southern, W., 2009. Vegetation histories from the Fijian Islands: alternative records of human impact. In: The Early Prehistory of Fiji ed by G. Clark and A. Anderson (pp.63-86). Australian National University Press, Canberra."	"https://doi.org/10.22459/TA31.12.2009.04"	"Southern, W., 1986. The late Quaternary environmental History of Fiji. Doctoral dissertation. Australian National University, Canberra, Australian Capital Territory, Australia."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"lake not visible"
"LegacyPollen_2.0"	"LOWELAK"	"Neotoma2"	27227	48651	"Lowelak Swamp"	-2.93333	151.4167	5	"Indopacific"	"Peat"	"Raw"	5	"AWI"	2	29	1143	278.5	1114	"Swampy fernland with shrubs. Physiography: Coastal plain in karst. Surrounding vegetation: Disturbed lowland forest and grassland. Local vegetation: Metroxylon and fernland."	"1988-06-18 00:00:00"	"Hope, G.S., D. O'Dea, and W. Southern. 1999. Holocene vegetation histories in the Western Pacific: alternative records of human impact.J.-C. Galipaud and I. Lilley, editors. Le Pacifique de 5000 a 2000 avant le present: supplements a l'histoire d'une colonisation. Actes du colloque, Vanuatu 31 juillet-6 aout 1996. Collection Colloques et seminaires. Institut de recherche pour le developpement, Paris, France."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	"unclear which structure is meant"
"LegacyPollen_1.0"	"NADRAU"	"Neotoma"	27228	48653	"Nadrau Swamp"	-17.7111	177.9584	760	"Indopacific"	"Peat"	"Raw"	31	"AWI"	2	-36	2553	86.3	2589	"Site is a sedge fen. Upland vegetation is forest with Endospermum macrophyllum, Parinari insularurn, Agathis vitiensis, Dacrdium nidulum, Podocarpus neriifolius, Palaquium sp., Dysoxylum richii, Calophyllum spp., and species of Myrtaceae. A stand of Erythrinia sp., presumably planted, occurs on the eastern margin of the swamp. The western margin has low forest of Decaspermum vitiense, Aglaia elegans, Podocarpus neriifolius, Garcinia pseudoguttifera, and Dacrycarpus imbricatus. The wetland vegetation is severely disturbed by cattle grazing with a high proportion of introduced taxa, including sedges Cyperus pilosus, Kyllinga brevifolia, and Rhynchospora corymbosa and the grass Paspalum conjugatum."	"1983-07-01 00:00:00"	"Hope, G., Stevenson, J. and Southern, W., 2009. Vegetation histories from the Fijian Islands: alternative records of human impact. In: The Early Prehistory of Fiji ed by G. Clark and A. Anderson (pp.63-86). Australian National University Press, Canberra."	"https://doi.org/10.22459/TA31.12.2009.04"	"Hope, G., O'Dea, D. and Southern, W., 1999. Holocene vegetation histories in the Western Pacific: alternative records of human impact. In: Le Pacifique de 5000 a 2000 avant le present: supplements a l'histoire d'une colonisation ed by J.-C. Galipaud and I. Lilley (pp.387-404). Institut de recherche pour le developpement, Paris."	NA	"Southern, W., 1986. The late Quaternary environmental History of Fiji. Doctoral dissertation. Australian National University, Canberra, Australian Capital Territory, Australia."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"HORDORLI"	"Neotoma"	27229	48656	"Lake Hordorli"	-2.54085	140.5899	798	"Indopacific"	"Lake"	"Raw"	60	"AWI"	7	59	53267	901.8	53208	"Closed solution basin in ltramafics. Physiography: Flat area mid-slope. Surrounding vegetation: Lower montane forest with gynosperms Araucaria cunninghamii, Papuacedrus papuana, Phyllocladus hypophyllus and Podocarpus spp. Microphyll-leafed angiosperm taxa dominate, such as Cryptocarya, Litsea, Dysoxylum, Galbulimima belgraveana, Garcinia graminea, Planchonella cyclopensis, Timonius, Ardisia and Stenocarpus moorei. Dipterocarps such as Hopea sp. and the oaks, for example, Lithocarpus molluccana, occur occasionally, together with a wide array of Moraceae and Myrtaceae. The surface vegetation on the lake consists of an open sedgeland ~40 cm in height, which is often flooded for short periods."	"1986-12-14 00:00:00"	"Hope, G., 2015. Extended vegetation histories from ultramafic karst depressions. Australian Journal of Botany, 63(4), pp.222-233."	"https://doi.org/10.1071/BT14283"	"Hope, G. and Tulip, J., 1994. A long vegetation history from lowland Irian Jaya, Indonesia. Palaeogeography, Palaeoclimatology, Palaeoecology, 109(2-4), pp.385-398."	"https://doi.org/10.2307/2845439"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	114984.6	"Google Earth"	NA
"LegacyPollen_1.0"	"BANDUNG2"	"Neotoma"	27233	48666	"Bandung DPDR-II"	-6.99042	107.7291	662	"Indopacific"	"Lake"	"Raw"	92	"AWI"	9	4931	121016	1275.7	116085	"Intermontane basin with former lake. Physiography: Plain between volcanos. Surrounding vegetation: Secondary forest disturbed by urban development. Local vegetation: Grassland."	"1988-06-01 00:00:00"	"Dam, M.A.C., 1994. The late Quaternary evolution of the Bandung Basin, West-Java, Indonesia. Doctoral dissertation. Vrije Universiteit Amsterdam, Amsterdam, The Netherlands."	NA	"Van Der Kaars, S. and Dam, R., 1997. Vegetation and climate change in West-Java, Indonesia during the last 135,000 years. Quaternary International, 37, pp.67-71."	"https://doi.org/10.1016/1040-6182(96)00002-X"	"Van der Kaars, W.A. and Dam, M.A.C., 1995. A 135,000-year record of vegetational and climatic change from the Bandung area, West-Java, Indonesia. Palaeogeography, Palaeoclimatology, Palaeoecology, 117(1-2), pp.55-72."	"https://doi.org/10.1016/0031-0182(94)00121-N"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"basin borders unclear"
"LegacyPollen_2.0"	"EXN62"	"Neotoma2"	27514	49426	"Madura cave"	-31.9814	127.0811	51	"Indopacific"	"Cave"	"Raw"	8	"AWI"	3	2187	7183	713.7	4996	NA	"1973-07-23 00:00:00"	"Martin, H.A., 1973. Palynology and historical ecology of some cave excavations in the Australian Nullarbor. Australian Journal of Botany, 21(2), pp.283-316."	"https://doi.org/10.1071/BT9730283"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_2.0"	"BIGREEDY"	"Neotoma2"	27708	50066	"Big Reedy Lagoon"	-40.3577	148.2381	26	"Indopacific"	"Lagoon"	"Raw"	59	"AWI"	10	848	13242	213.7	12394	"Big Reedy Lagoon is peaty swamp, with pocket of water, located on the north central part of Cape Barren Island. Sedgeland, heathland, and shrubland are also growing on and around the catchment."	"2017-08-12 00:00:00"	"Adeleye, M.A., Haberle, S.G., Harris, S., Hopf, F.V.L., Connor, S. and Stevenson, J., 2021. Holocene heathland development in temperate oceanic Southern Hemisphere: Key drivers in a global context. Journal of Biogeography, 48(5), pp.1048-1062."	"https://doi.org/10.1111/jbi.14057"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_2.0"	"TEC"	"Neotoma2"	27742	50117	"truwana East Coast Lagoon"	-40.3421	148.3645	1	"Indopacific"	"Lagoon"	"Raw"	40	"AWI"	5	19	6146	157.1	6127	"truwana East Coast Lagoon is surrounded by tall vegetation and mostly about 6-8 m high closed scrub dominated by Melaleuca, Leptospermum, Allocasuarina verticillata and Callitris. The lagoon itself is ephemeral and covered by herbfield with fringing Juncus. The Juncus zone has about 95% vegetation cover, consisting of Samolus repens, Distichlis distichophylla, Cotula sp., and Baumea juncea. Poa grassland is present on the northern end of the lagoon. Rocky outcrops near the lagoon are colonized by small herbs such as Angianthus preissianus, Wilsonia backhousii and Eryngium vesiculosum. Samolus repens, Lobelia anceps, Wilsonia backhousii, Schoenus nitens and Sarcocornia quinqueflora are also present in patches in the lagoon floor."	"2017-08-12 00:00:00"	"Adeleye, M.A., Haberle, S.G., Harris, S., Hopf, F.V.L., Connor, S. and Stevenson, J., 2021. Holocene heathland development in temperate oceanic Southern Hemisphere: Key drivers in a global context. Journal of Biogeography, 48(5), pp.1048-1062."	"https://doi.org/10.1111/jbi.14057"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_2.0"	"GRNLGN"	"Neotoma2"	27743	50120	"Green Lagoon"	-40.443	148.1438	10	"Indopacific"	"Lagoon"	"Raw"	42	"AWI"	7	-69	6690	164.9	6759	"Green Lagoon is an open water body about 50 cm deep occupied by Triglochin procerum and Myriophyllum sp. A fringing beach is also present in a section at the site, which supports Baumea juncea, Utricularia dichotoma, Drosera pygmaea, Xyris sp., Schoenus nitens, Selliera radicans, Centrolepis fascicularis, Selaginella uliginosa, Leptocarpus tenax, Baumea arthrophylla, Distichlis distichophylla, Epacris obtusifolia and Eurycordia complanatus. The lagoon is generally surrounded by heathland, scrub, and dense shrubland vegetation. The heathland consists of emergent mallee form Eucalyptus nitida up to 2 m with a shrub layer between 90 and 100 cm comprising mainly Banksia marginata, Acacia genistifolia and Allocasuarina monilifera. The heathland grades into dense E. nitida scrub about 3 m high mixed with Banksia marginata. The heathland also includes species such as, Correa reflexa, Leucopogon ericoides, Tetraria capillaris, Sprengelia incarnata, Gleichenia microphylla, Patersonia fragilis and Allocasuarina monilifera. The dense shrubland vegetation is mostly dominated by Melaleuca species, while the scrub comprises Leptospermum glaucescens, Leptospermum scoparium, Acacia genistifolia, Exocarpos sp., Acacia mucronata and Hakea teretifolia. The scrub understorey has some Pteridium esculentum and Lepidosperma sp. Also present around this site is a 3-4 m high scrub dominated by Eucalyptus globulus and Leptospermum laevigatum, and Acacia mucronata and Callitris rhomboidea are present in some sections of the scrub."	"2019-06-12 00:00:00"	"Adeleye, M.A., Haberle, S.G., Harris, S., Hopf, F.V.L., Connor, S. and Stevenson, J., 2021. Holocene heathland development in temperate oceanic Southern Hemisphere: Key drivers in a global context. Journal of Biogeography, 48(5), pp.1048-1062."	"https://doi.org/10.1111/jbi.14057"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_2.0"	"MP.LGN"	"Neotoma2"	27744	50122	"Middle Patriarch Lagoon"	-39.9963	148.1833	15	"Indopacific"	"Lagoon"	"Raw"	37	"AWI"	8	806	12111	314	11305	"Warm summers and low rainfall combined with infertile and freely draining soils favour a mosaic of heathlands and shrublands dominated by sclerophyllous vegetation from the families Myrtaceae, Proteaceae and Epacridaceae. Deeply weathered soils support dry open Eucalyptus forests with a high diversity of life-forms and species. On south-facing aspects, tall Eucalyptus forest overtop diverse broadleaf understories, with a predominance of species from Acacia, Rhamnaceae, Asteraceae and Pittosporaceae. In contrast, dry north-facing slopes with deep soils support species-poor Allocasuarina stricta forests. In infrequently burned areas, dense stands of the extremely drought-adapted conifer Callitris rhomboidea occur across a broad range of topographic and edaphic settings. Treeless areas are restricted to salt marshes, freshwater swamps and coastal dunes"	NA	"McWethy, D.B., Haberle, S.G., Hopf, F. and Bowman, D.M., 2017. Aboriginal impacts on fire and vegetation on a Tasmanian island. Journal of Biogeography, 44(6), pp.1319-1330."	"https://doi.org/10.1111/jbi.12935"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_2.0"	"YAK.LGN"	"Neotoma2"	27745	50125	"Yakka Lagoon"	-40.3589	148.2447	30	"Indopacific"	"Lagoon"	"Raw"	24	"AWI"	3	-69	653	31.4	722	"A sedgy swamp or fen surrounded by heathland and shrubland."	"2019-05-12 00:00:00"	"Adeleye, M.A., Haberle, S.G., Harris, S., Hopf, F.V.L., Connor, S. and Stevenson, J., 2021. Holocene heathland development in temperate oceanic Southern Hemisphere: Key drivers in a global context. Journal of Biogeography, 48(5), pp.1048-1062."	"https://doi.org/10.1111/jbi.14057"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_2.0"	"TORD2013"	"Neotoma2"	28026	51928	"Tortoise Lagoon"	-27.5164	153.4731	39	"Indopacific"	"Lagoon"	"Raw"	54	"AWI"	8	-26.5	36938.8	697.5	36965.3	"An ephemeral perched lake in a dune swale between two +130 m dune crests situated within the Blue Lake National Park. The vegetation on the surface of the lagoon currently consists of sedges and reeds. The surrounding vegetation is dominated by eucalypt forest with a grass and heath understorey, and there is a significant area of Casuarinaceae forest along the northern edge of the lagoon."	NA	"Moss, P.T., Tibby, J., Petherick, L., McGowan, H. and Barr, C., 2013. Late Quaternary vegetation history of North Stradbroke Island, Queensland, eastern Australia. Quaternary Science Reviews, 74, pp.257-272."	"https://doi.org/10.1016/j.quascirev.2013.02.019"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_2.0"	"FRN02"	"Neotoma2"	28027	51930	"Fern Pool"	-15.9374	126.2799	450	"Indopacific"	"Peat"	"Raw"	20	"AWI"	4	-52	11712.5	619.2	11764.5	"Organic spring fed by local aquifers stored within the Kimberley Group sandstones. Consists of several distinct mounds of organic detritus. Permanently wet and densely vegetated."	"2015-01-06 00:00:00"	"Field, E., Tyler, J., Gadd, P.S., Moss, P., McGowan, H. and Marx, S., 2018. Coherent patterns of environmental change at multiple organic spring sites in northwest Australia: Evidence of Indonesian-Australian summer monsoon variability over the last 14,500 years. Quaternary Science Reviews, 196, pp.193-216."	"https://doi.org/10.1016/j.quascirev.2018.07.018"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_2.0"	"BSP02"	"Neotoma2"	28028	51932	"Black Springs"	-15.6307	126.3835	370	"Indopacific"	"Peat"	"Raw"	24	"AWI"	5	126	13437	578.7	13311	"Organic spring fed by local aquifers stored within the Kimberley Group sandstones. Consists of a distinct mound of organic detritus. Permanently wet and densely vegetated."	"2015-01-06 00:00:00"	"Field, E., Tyler, J., Gadd, P.S., Moss, P., McGowan, H. and Marx, S., 2018. Coherent patterns of environmental change at multiple organic spring sites in northwest Australia: Evidence of Indonesian-Australian summer monsoon variability over the last 14,500 years. Quaternary Science Reviews, 196, pp.193-216."	"https://doi.org/10.1016/j.quascirev.2018.07.018"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_2.0"	"ELZ01"	"Neotoma2"	28031	51974	"Gap Springs"	-16.4022	126.1344	560	"Indopacific"	"Peat"	"Raw"	25	"AWI"	5	-65	15061.5	630.3	15126.5	"Organic spring fed by local aquifers stored within the Kimberley Group sandstones. Consists of a mound of organic detritus. Permanently wet and densely vegetated."	"2015-01-06 00:00:00"	"Field, E., Tyler, J., Gadd, P.S., Moss, P., McGowan, H. and Marx, S., 2018. Coherent patterns of environmental change at multiple organic spring sites in northwest Australia: Evidence of Indonesian-Australian summer monsoon variability over the last 14,500 years. Quaternary Science Reviews, 196, pp.193-216."	"https://doi.org/10.1016/j.quascirev.2018.07.018"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_2.0"	"CRYLGN"	"Neotoma2"	28039	52028	"Crystal Lagoon"	-40.4771	148.3508	8	"Indopacific"	"Lagoon"	"Raw"	45	"AWI"	9	-70	33664	766.7	33734	"Crystal Lagoon is an open-water shallow lake (>1 m depth) on the south-eastern corner of Cape Barren Island. The lagoon is approximately 890 m in diameter and is constrained by 4-5 m high sand dunes (Fig. 1). Today the lagoon is surrounded by a mosaic of heathland, sedgeland, dense scrub, open forest and woodland. The woodlands are dominated by Eucalyptus nitida, while heathland and scrub are characterized by Acacia, Banksia, Allocasuarina, Kunzea, Leptospermum and Hakea species. The lagoon margins are patchily occupied by a suite of shrubs including Allocasuarina monilifera, Banksia marginata, Kunzea ambigua, Leptospermum scoparium, Leptospermum laevigatum, Hakea sp., Acacia mucronata, Pultenea juniperina, Pomaderris, and Myoporum insulare, and wetland plants (Scirpus and Carex spp)."	"2020-12-18 00:00:00"	"Adeleye, M.A., Haberle, S.G., McWethy, D., Connor, S.E. and Stevenson, J., 2021. Environmental change during the last glacial on an ancient land bridge of southeast Australia. Journal of Biogeography, 48(11), pp.2946-2960."	"https://doi.org/10.1111/jbi.14255"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_2.0"	"WEL1986"	"Neotoma2"	28040	52030	"Welsby Lagoon"	-27.4381	153.449	29	"Indopacific"	"Lagoon"	"Raw"	47	"AWI"	12	851	22903	479.4	22052	"WEL currently (2012) has a water depth of between 0.5 and 1 m and is also dominated by sedges and reeds, with significant patches of Melaleuca within and fringing the lagoon. The surrounding vegetation consists of eucalypt forest and woodlands and Casuarinaceae woodlands, with a predominantly heath understorey."	"2012-01-01 00:00:00"	"Moss, P.T., Tibby, J., Petherick, L., McGowan, H. and Barr, C., 2013. Late Quaternary vegetation history of North Stradbroke Island, Queensland, eastern Australia. Quaternary Science Reviews, 74, pp.257-272."	"https://doi.org/10.1016/j.quascirev.2013.02.019"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_2.0"	"TOWERNW89"	"Neotoma2"	28043	52034	"Tower Hill"	-38.3202	142.3562	20	"Indopacific"	"Peat"	"Raw"	82	"AWI"	6	22	22938	282.9	22916	"The slopes of Northwest Crater, which have not yet been revegetated, are dominated by bracken and introduced grasses with a variety of native and exotic herb species. A few planted tree and shrub species, particularly Casuarina stricta, Acacia melanoxylon R.Br., Eucalyptus ovata Labill., and E. viminalis Labill., are present on the rim of the crater."	"1985-01-03 00:00:00"	"D'Costa, D., Edney, P., Kershaw, A.P. and De Deckker, P., 1989. Late Quaternary palaeoecology of Tower Hill, Victoria, Australia. Journal of Biogeography, pp.461-482."	"https://doi.org/10.2307/2845109"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_2.0"	"HS78"	"Neotoma2"	28058	52053	"Hidden Swamp"	-38.0174	147.6303	10	"Indopacific"	"Peat"	"Raw"	61	"AWI"	3	-28	9022	150.8	9050	"Located in a relatively undisturbed part of The Lakes National Park, in the swale of a parabolic dune. The surface of the swamp dries out in summer."	"1978-01-06 00:00:00"	"Hooley, A.D., Southern, W. and Kershaw, A.P., 1980. Holocene vegetation and environments of Sperm Whale head, Victoria, Australia. Journal of Biogeography, pp.349-362."	"https://doi.org/10.2307/2844655"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_2.0"	"LC1B"	"Neotoma2"	28060	52057	"Lake Condah"	-38.0643	141.8292	127	"Indopacific"	"Lake"	"Raw"	13	"AWI"	5	-31	7780	650.9	7811	"Formed after the eruption of nearby Mt Eccles, ca 27 ka BP. Evidence of fishtraps used by local Aboriginals.Shares a drainage system with Condah Swamp, but only connected during high water events."	"1986-01-15 00:00:00"	"Head, L., 1989. Using palaeoecology to date Aboriginal fishtraps at Lake Condah, Victoria. Archaeology in Oceania, 24(3), pp.110-115."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1926251	"Google Earth"	NA
"LegacyPollen_2.0"	"CLUBSM"	"Neotoma2"	28152	52242	"Club Lake"	-36.4136	148.2904	1955	"Indopacific"	"Lake"	"Raw"	42	"AWI"	8	1591	7998	156.3	6407	"Near the summit of Mt Carruthers in the Snowy Mountain range. Alpine herbfield and heath vegetation."	"1984-01-12 00:00:00"	"Martin, A.R.H., 1986. Late glacial and holocene alpine pollen diagrams from the Kosciusko National Park, New South Wales, Australia. Review of palaeobotany and palynology, 47(3-4), pp.367-409."	"https://doi.org/10.1016/0034-6667(86)90043-6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14696.57	"Google Earth"	NA
"LegacyPollen_2.0"	"CAMERONS"	"Neotoma2"	10008	52462	"Camerons Lagoon"	-41.959	146.6761	1045	"Indopacific"	"Lake"	"Raw"	21	"AWI"	5	-19	9427.5	472.3	9446.5	"The lagoon is fringed by short alpine plant communities and is surrounded on all sides by Liawenee Moor, one of the most extensive treeless expanses in Tasmania. The lagoon occupies a minor depression. The water level is usually constant, but during extended periods of drought can fall to about 0.3 m. The banks are of very low gradient with a dense fringe of vegetation that effectively impedes the erosion of allochthonous material into the lagoon. The catchment consists of the immediate surrounds of the lagoon, with no influent streams."	"1980-10-01 00:00:00"	"Thomas, I., and Hope, G.,  1994. An example of Holocene vegetation stability from Camerons Lagoon, a near treeline site on the Central Plateau, Tasmania. Australian Journal of Ecology, 19(2), pp.150-158."	"https://doi.org/10.1111/j.1442-9993.1994.tb00478.x"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70127.1	"Google Earth"	NA
"LegacyPollen_2.0"	"TELE1983"	"Neotoma2"	28205	52487	"Telefomin (Upper Sepik)"	-5.1833	141.6333	1280	"Indopacific"	"Peat"	"Raw"	22	"AWI"	6	69	22354	1061.2	22285	"A site was selected 200 m south of Telefomin airstrip in a wet area lying enclosed by slightly higher ground to the east. The site is near the margin of the wetland, and near the centre of a treeless area about 4 km^2 in extent and apparently little disturbed by tracks or recent burning. The vegetation consists mainly of Leersia hexundra and other grasses and sedges about 30 cm high, with occasional shrubs or saplings of Schefji'era, Rhododendron, Sterculiaceae, Eurya, and Macuranga species. Several ground ferns, including Sticherus, and Blechnum, are common along drainage lines, and a small Alpinia sp. is present near the coring site. Xyris sp., Eriocaulon sp. and Nepenthes sp. occur within the grass tufts, and Eriocaulon dominates small wet depressions. Abundant buried logs and several stumps show that the area formerly supported trees. Burning had taken place about two years previously, and some annual fires occur in the swamp and on the hillside grasslands."	NA	"Hope, G., 1983. The vegetational changes of the last 20,000 years at Telefomin, Papua New Guinea. Singapore Journal of Tropical Geography, 4(1), pp.25-33."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
