"Project"	"Event"	"Data_Source"	"Site_ID"	"Dataset_ID"	"Site_Name_Clean"	"Latitude"	"Longitude"	"Elevation"	"Continent"	"Archive_Type"	"Data_Type"	"Number_Pollen_Samples"	"AgeModel_Source"	"Number_Datings"	"minimum_meanAge"	"maximum_meanAge"	"mean_resolution_meanAge"	"range_meanAge"	"Site_Description"	"Submission_Pollendata"	"Publication_1"	"Publication_DOI_1"	"Publication_2"	"Publication_DOI_2"	"Publication_3"	"Publication_DOI_3"	"Publication_4"	"Publication_DOI_4"	"Publication_5"	"Publication_DOI_5"	"Publication_6"	"Publication_DOI_6"	"Publication_7"	"Publication_DOI_7"	"Publication_8"	"Publication_DOI_8"	"Basin_Area"	"Basin_Source"	"Basin_Comment"
"LegacyPollen_1.0"	"CSOGLE"	"Neotoma"	14614	22910	"Csogle"	47.21583	17.255	134	"Europe"	"Peat"	"Raw"	52	"Neotoma_CAL BP"	4	584	11176	207.7	10592	"Bog. Physiography: Valey. Surrounding vegetation: Alnetum and cultivated fields."	"1999-01-01 00:00:00"	"Juhasz, I., 2002. Reconstitution palynologique de la vegetation depuis le Tardiglaciaire dans la region de Zala, sud-est de la Hongrie. [Palynological Reconstruction of the Lateglacial and Holocene Vegetation in South-west Hungary]. Doctoral dissertation. University of Aix-Marseille III (Marseille, France) and University of Pecs (Pecs, Hungary)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"VARNA3"	"Neotoma"	2985	22923	"Lake Varna"	43.19554	27.82777	0	"Europe"	"Lake"	"Raw"	35	"AWI"	6	-55	7999	236.9	8054	"Lake connected with the Black sea. Surrounding vegetation: halophytic vegetation and Phragmites. From Wikipedia: \Until the 20th century, fresh water from the lake emptied into the Black Sea through the Devnya River, but following the construction of the modern Port of Varna East (and the subsequent draining of the river), a canal was dug through the strip of sand between the sea and the lake between 1906 and 1909, which led to the lake's level dropping by 1.40 m and the incursion of sea water into the lake, which became brackish.\\"\""	NA	"Filipova-Marinova, M., Pavlov, D. and Giosan, L., 2016. Multi-proxy records of Holocene palaeoenvironmental changes in the Varna Lake area, western Black Sea coast. Quaternary International, 401, pp.99-108."	"https://doi.org/10.1016/j.quaint.2015.05.009"	"Filipova-Marinova, M., Pavlov, D., Vergiev, S., Slavchev, V. and Giosan, L., 2013. Palaeoecology and geoarchaeology of Varna Lake, northeastern Bulgaria. Comptes rendus de l'Academie bulgare des Sciences, 66(3), pp.377-392."	"https://doi.org/10.7546/CR-2013-66-3-13101331-9"	"Filipova-Marinova, M., Pavlov, D., Coolen, M., Giosan, L. and Vergiev, S., 2014. Contributions to the European Pollen Database. 22. Vegetation development in the central part of the Bulgarian Black Sea coast during the last 13 000 years. Grana, 53(3), pp.249-251."	"https://doi.org/10.1080/00173134.2014.903294"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16072258	"Google Earth"	NA
"LegacyPollen_1.0"	"SEELOH92"	"Neotoma"	14621	22926	"Seelohe"	50.02372	11.85651	778	"Europe"	"Peat"	"Raw"	51	"AWI"	3	-43	7557	152	7600	"Bog. Physiography: Raised bog. Surrounding vegetation: Forest."	"1983-12-31 00:00:00"	"Hahne, J., 1992. Investigations on the late and postglacial vegetation history in northeastern Bavaria (Bavarian Vogtland, Fichtelgebirge, Steinwald). Flora , 187 , pp.169-200 (in German)."	"https://doi.org/10.1016/S0367-2530(17)32221-1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"POLOSKE"	"Neotoma"	14624	22931	"Poloske"	46.75611	16.92472	153	"Europe"	"Peat"	"Raw"	88	"Neotoma_Giesecke et al. 2014 (MADCAP)"	3	282	4810	52	4528	"Alluvial peat bog. Physiography: Valley. Surrounding vegetation: Quercus, Fagus aand cultived Pinus. Vegetation formation: Alpine-sub mediterranean effect."	"1992-01-01 00:00:00"	"Zatyko, C.S., Juhasz, I. and Sumegi, P., 2007. Environmental archaeology in Transdanubia. Varia archaeologica Hungarica 20. Archaeological Institute of the Hungarian Academy of Sciences, Budapest."	NA	"Juhasz, I., 2002. Reconstitution palynologique de la vegetation depuis le Tardiglaciaire dans la region de Zala, sud-est de la Hongrie. [Palynological Reconstruction of the Lateglacial and Holocene Vegetation in South-west Hungary]. Doctoral dissertation. University of Aix-Marseille III (Marseille, France) and University of Pecs (Pecs, Hungary)."	NA	"Juhasz, I., Drescher-Schneider, R., Andrieu-Ponel, V. and De Beaulieu, J.L., 2001. Anthropogenic indicators in a palynological record from Poloske, Zala Region, Western Hungary. Universitatsforschungen zur Prahistorischen Archaologie, Bonn, 78:29-38 (in German)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"PAHOK"	"Neotoma"	14627	22936	"Alsopahok"	46.77444	17.17028	126	"Europe"	"Peat"	"Raw"	85	"AWI"	4	97	14206	168	14109	"Peat bog. Physiography: Depressed zone between low hills. Surrounding vegetation: Pastorale land. Vegetation formation: Saladiense zone."	"1999-01-01 00:00:00"	"Zatyko, C.S., Juhasz, I. and Sumegi, P., 2007. Environmental archaeology in Transdanubia. Varia archaeologica Hungarica 20. Archaeological Institute of the Hungarian Academy of Sciences, Budapest."	NA	"Juhasz, I., 2002. Reconstitution palynologique de la vegetation depuis le Tardiglaciaire dans la region de Zala, sud-est de la Hongrie. [Palynological Reconstruction of the Lateglacial and Holocene Vegetation in South-west Hungary]. Doctoral dissertation. University of Aix-Marseille III (Marseille, France) and University of Pecs (Pecs, Hungary)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"ZALAVAR"	"Neotoma"	14628	22938	"Zalavar"	46.78528	17.155	188	"Europe"	"Peat"	"Raw"	63	"AWI"	6	1165	11828	172	10663	"Peatland."	"1992-01-01 00:00:00"	"Zatyko, C.S., Juhasz, I. and Sumegi, P., 2007. Environmental archaeology in Transdanubia. Varia archaeologica Hungarica 20. Archaeological Institute of the Hungarian Academy of Sciences, Budapest."	NA	"Juhasz, I., 2002. Reconstitution palynologique de la vegetation depuis le Tardiglaciaire dans la region de Zala, sud-est de la Hongrie. [Palynological Reconstruction of the Lateglacial and Holocene Vegetation in South-west Hungary]. Doctoral dissertation. University of Aix-Marseille III (Marseille, France) and University of Pecs (Pecs, Hungary)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"WOR82_N"	"Neotoma"	14630	22942	"Woryty"	53.75265	20.20645	105	"Europe"	"Lake"	"Raw"	84	"AWI"	12	291	13617	160.6	13326	"Extinct overgrown lake. Physiography: Among moraine hills. Surrounding vegetation: Fields, fragm. of mixed pine-oak forests."	"1979-07-01 00:00:00"	"Ciesla, A., Ralska-Jasiewiczowa, M. and Stupnicka, E., 1977. Paleobotanical and geochemical investigations of the lacustrine deposits at Woryty near Olsztyn (Northeastern Poland). Polskie Archiwum Hydrobiologii, 25(1-2), pp.61-73."	NA	"Noryskiewicz, B. and Ralska-Jasiewiczowa, M., 1989. Type Region Pw: Dobrzyn-Olsztyn Lake District. Acta Palaeobotanica, 29(2), pp.85-93."	NA	"Pawlikowski, M., Ralska-Jasiewiczowa, M., Schonborn, W., Stupnicka, E. and Szeroczynska, K. 1982. Woryty near Gietrzwald, Olsztyn Lake District, NE Poland - vegetational history and lake development during the last 12,000 years. Acta Palaeobotanica, 22(1), pp.85-116."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	175362.9	"Google Earth"	"rough estmation of dried up lake shape basen on topography"
"LegacyPollen_1.0"	"WOR80_N"	"Neotoma"	14630	22944	"Woryty"	53.75265	20.20645	105	"Europe"	"Lake"	"Raw"	101	"AWI"	8	220	9378	91.6	9158	"Extinct overgrown lake. Physiography: Among moraine hills. Surrounding vegetation: Fields, fragm. of mixed pine-oak forests."	"1974-01-01 00:00:00"	"Ciesla, A., Ralska-Jasiewiczowa, M. and Stupnicka, E., 1977. Paleobotanical and geochemical investigations of the lacustrine deposits at Woryty near Olsztyn (Northeastern Poland). Polskie Archiwum Hydrobiologii, 25(1-2), pp.61-73."	NA	"Noryskiewicz, B. and Ralska-Jasiewiczowa, M., 1989. Type Region Pw: Dobrzyn-Olsztyn Lake District. Acta Palaeobotanica, 29(2), pp.85-93."	NA	"Pawlikowski, M., Ralska-Jasiewiczowa, M., Schonborn, W., Stupnicka, E. and Szeroczynska, K. 1982. Woryty near Gietrzwald, Olsztyn Lake District, NE Poland - vegetational history and lake development during the last 12,000 years. Acta Palaeobotanica, 22(1), pp.85-116."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	175362.9	"Google Earth"	"rough estmation of dried up lake shape basen on topography"
"LegacyPollen_1.0"	"ISPANI2"	"Neotoma"	14634	22953	"Ispani 2"	41.86226	41.80203	1	"Europe"	"Peat"	"Raw"	90	"AWI"	4	-40	5500	62.2	5540	"Mire complex. Physiography: Lowland close to Black sea. Surrounding vegetation: Bog vegetation."	NA	"de Klerk, P., Haberl, A., Kaffke, A., Krebs, M., Matchutadze, I., Minke, M., Schulz, J. and Joosten, H., 2009. Vegetation history and environmental development since ca 6000 cal yr BP in and around Ispani 2 (Kolkheti lowlands, Georgia). Quaternary Science Reviews, 28(9-10), pp.890-910."	"https://doi.org/10.1016/j.quascirev.2008.12.005"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"TLSTAHOR"	"Neotoma"	14635	22955	"Tlsta hora"	48.89417	17.88861	460	"Europe"	"Peat"	"Raw"	50	"AWI"	4	-44	4669	96.2	4713	"Spring fen. Physiography: Eastern Slope of Mt Tlsta hora."	NA	"Rybnickova, E., Hajkova, P. and Rybnicek, K., 2005. The origin and development of spring fen vegetation and ecosystems-palaeogeobotanical results. In: Ecology and palaeoecology of spring fens of the West Carpathians ed. by A. Poulickova, M. Hajek, and K. Rybnicek (pp.29-62). Palacky University Olomouc, Academy of Sciences of the Czech Republic, Masaryk University Brno, Olomouc."	NA	"Rybnicek, K. and Rybnickova, E., 2008. Upper Holocene dry land vegetation in the Moravian-Slovakian borderland (Czech and Slovak Republics). Vegetation History and Archaeobotany, 17(6), pp.701-711."	"https://doi.org/10.1007/s00334-008-0160-z"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"SAEGIST"	"Neotoma"	14638	22960	"Sagistalsee"	46.6798	7.97638	1940	"Europe"	"Lake"	"Raw"	212	"AWI"	12	-36.5	9072	43.2	9108.5	"Lake. Physiography: Mountain. Surrounding vegetation: Alpine herb."	"1996-04-01 00:00:00"	"van der Knaap, W.O., van Leeuwen, J.F., Fankhauser, A. and Ammann, B., 2000. Palynostratigraphy of the last centuries in Switzerland based on 23 lake and mire deposits: chronostratigraphic pollen markers, regional patterns, and local histories. Review of Palaeobotany and Palynology, 108(1-2), pp.85-142."	"https://doi.org/10.1016/S0034-6667(99)00035-4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57205.19	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"WACHS"	"Neotoma"	14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	980	"Europe"	"Peat"	"Raw"	53	"AWI"	30	9758	15900	118.1	6142	"Partly reclaimed raised bog. Physiography: 'Molassevorland'. Surrounding vegetation: Cultivated fields and forest."	"1971-04-01 00:00:00"	"Ammann, B. and Lotter, A.F., 1989. Late-Glacial radiocarbon-and palynostratigraphy on the Swiss Plateau. Boreas, 18(2), pp.109-126."	"https://doi.org/10.1111/j.1502-3885.1989.tb00381.x"	"Heeb, K. and Welten, M., 1972. Moore und Vegetationsgeschichte der Schwarzenegg und des Molassevorlandes zwischen dem Aaretal unterhalb Thun und dem obern Emmental. Mitteilungen der Naturforschenden Gesellschaft in Bern. Neue Folge, 29, pp.1-54 (in German)."	NA	"Oeschger, H., Welten, M., Eicher, U., Moll, M., Riesen, T., Siegenthaler, U. and Wegmuller, S., 1980. 14 C and other parameters during the Younger Dryas cold phase. Radiocarbon, 22(2), pp.299-310."	"https://doi.org/10.1017/S0033822200009590"	"Oeschger, H. and Riesen, T., 1967. Bern radiocarbon dates VI. Radiocarbon, 9, pp.28-34."	"https://doi.org/10.1017/S0033822200000448"	"Oeschger, H., Riesen, T. and Lerman, J., 1970. Bern radiocarbon dates VII. Radiocarbon, 12(2), pp.358-384."	"https://doi.org/10.1017/S0033822200008146"	"Welten, M., 1982. Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis. Denkschriften der Schweizerischen Naturforschenden Gesellschaft, Vol. 95. DSNG 95. Textheft 104 pp., Diagrammheft 37 diagrams.."	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"WACHSOE"	"Neotoma"	14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	980	"Europe"	"Peat"	"Raw"	22	"AWI"	29	10997.2	12140.3	54.4	1143.1	"Partly reclaimed raised bog. Physiography: 'Molassevorland'. Surrounding vegetation: Cultivated fields and forest."	"1978-01-01 00:00:00"	"Ammann, B. and Lotter, A.F., 1989. Late-Glacial radiocarbon-and palynostratigraphy on the Swiss Plateau. Boreas, 18(2), pp.109-126."	"https://doi.org/10.1111/j.1502-3885.1989.tb00381.x"	"Oeschger, H., Welten, M., Eicher, U., Moll, M., Riesen, T., Siegenthaler, U. and Wegmuller, S., 1980. 14 C and other parameters during the Younger Dryas cold phase. Radiocarbon, 22(2), pp.299-310."	"https://doi.org/10.1017/S0033822200009590"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"WUNT"	"Neotoma"	14639	22966	"Wachseldorn Untermoos"	46.82194	7.735	980	"Europe"	"Peat"	"Raw"	88	"AWI"	21	-15	16678	191.9	16693	"Partly reclaimed raised bog. Physiography: 'Molassevorland'. Surrounding vegetation: Cultivated fields and forest."	"1964-01-01 00:00:00"	"van der Knaap, W.O. and Ammann, B., 1997. Depth-age relationships of 25 well-dated Swiss Holocene pollen sequences archived in the Alpine Palynological Data-Base. Revue Paleobiol., Geneve (1997) 16 (2):, pp.433-480."	NA	"Ammann, B. and Lotter, A.F., 1989. Late-Glacial radiocarbon-and palynostratigraphy on the Swiss Plateau. Boreas, 18(2), pp.109-126."	"https://doi.org/10.1111/j.1502-3885.1989.tb00381.x"	"Heeb, K. and Welten, M., 1972. Moore und Vegetationsgeschichte der Schwarzenegg und des Molassevorlandes zwischen dem Aaretal unterhalb Thun und dem obern Emmental. Mitteilungen der Naturforschenden Gesellschaft in Bern. Neue Folge, 29, pp.1-54 (in German)."	NA	"Oeschger, H., Welten, M., Eicher, U., Moll, M., Riesen, T., Siegenthaler, U. and Wegmuller, S., 1980. 14 C and other parameters during the Younger Dryas cold phase. Radiocarbon, 22(2), pp.299-310."	"https://doi.org/10.1017/S0033822200009590"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"SAUBORST"	"Neotoma"	14641	22971	"Sauborst"	50.27611	12.09944	572	"Europe"	"Peat"	"Raw"	37	"AWI"	2	-44	8918	248.9	8962	"Low bog. Surrounding vegetation: Pastorale land and forest."	"1983-12-31 00:00:00"	"Hahne, J., 1992. Investigations on the late and postglacial vegetation history in northeastern Bavaria (Bavarian Vogtland, Fichtelgebirge, Steinwald). Flora , 187 , pp.169-200."	"https://doi.org/10.1016/S0367-2530(17)32221-1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"WEISSFOR"	"Neotoma"	14642	22973	"Weissenstadter Forst"	50.12786	11.8868	725	"Europe"	"Peat"	"Raw"	34	"AWI"	3	-45	7417	226.1	7462	"Bog."	"1983-12-31 00:00:00"	"Hahne, J., 1992. Investigations on the late and postglacial vegetation history in northeastern Bavaria (Bavarian Vogtland, Fichtelgebirge, Steinwald). Flora , 187 , pp.169-200."	"https://doi.org/10.1016/S0367-2530(17)32221-1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"AC4HOLO"	"Neotoma"	14644	22976	"Lago dell'Accesa"	42.98754	10.89235	160	"Europe"	"Lake"	"Raw"	132	"AWI"	13	261	11842	88.4	11581	"Lake. Physiography: Karstic origin. Surrounding vegetation: Cultivated fields and forest."	NA	"Drescher-Schneider, R., de Beaulieu, J.L., Magny, M., Walter-Simonnet, A.V., Bossuet, G., Millet, L., Brugiapaglia, E. and Drescher, A., 2007. Vegetation history, climate and human impact over the last 15,000 years at Lago dell'Accesa (Tuscany, Central Italy). Vegetation History and Archaeobotany, 16(4), pp.279-299."	"https://doi.org/10.1007/s00334-006-0089-z"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	137549.6	"GIS"	"l, GE, L2, Shape has DatasetID 41604"
"LegacyPollen_1.0"	"DURANK1"	"Neotoma"	14645	22982	"Lake Durankulak"	43.67126	28.5472	4	"Europe"	"Lake"	"Raw"	36	"AWI"	3	313	11511	319.9	11198	"Lake. Brakish lagune origin. Physiography: Lake close to the seashore. Surrounding vegetation: Xeroterm herbaceous-steppe communities."	"1974-08-01 00:00:00"	"Bozilova, E. and Filipova, M., 1986. Paleoecological environment in northeastern Black Sea area during Neolithic, Eneolithic and Bronze periods. Studia praehistorica, 8, pp.160-165."	NA	"Bozilova, E. and Tonkov, S., 1985. Palaeoecological studies in lake Durankulak. Annual of Sofia University, Faculty of Biology 76(2), pp.25-29."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2117959	"Google Earth"	"l, LW, L1,"
"LegacyPollen_1.0"	"FELDD2"	"Neotoma"	14648	22986	"Feld Alp Holzmatten"	46.65917	8.004167	2148	"Europe"	"Peat"	"Raw"	10	"AWI"	3	5052	6341	143.2	1289	"Mire. Physiography: Glacial depression. Surrounding vegetation: Heavily grazed alpine meadow. Vegetation formation: Fen surrounded by pasture."	"1997-10-27 00:00:00"	"Lotter, A.F., Heiri, O., Hofmann, W., Van der Knaap, W.O., Van Leeuwen, J.F., Walker, I.R. and Wick, L., 2006. Holocene timber-line dynamics at Bachalpsee, a lake at 2265 m asl in the northern Swiss Alps. Vegetation history and archaeobotany, 15(4), pp.295-307."	"https://doi.org/10.1007/s00334-006-0060-z"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"BACHALP"	"Neotoma"	14649	22988	"Bachalpsee"	46.6696	8.02132	2265	"Europe"	"Lake"	"Raw"	152	"AWI"	8	-24	12844	85.2	12868	NA	"1996-04-01 00:00:00"	"Lotter, A.F., Heiri, O., Hofmann, W., Van der Knaap, W.O., Van Leeuwen, J.F., Walker, I.R. and Wick, L., 2006. Holocene timber-line dynamics at Bachalpsee, a lake at 2265 m asl in the northern Swiss Alps. Vegetation history and archaeobotany, 15(4), pp.295-307."	"https://doi.org/10.1007/s00334-006-0060-z"	"van der Knaap, W.O., van Leeuwen, J.F., Fankhauser, A. and Ammann, B., 2000. Palynostratigraphy of the last centuries in Switzerland based on 23 lake and mire deposits: chronostratigraphic pollen markers, regional patterns, and local histories. Review of Palaeobotany and Palynology, 108(1-2), pp.85-142."	"https://doi.org/10.1016/S0034-6667(99)00035-4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75720.89	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"HINTERB"	"Neotoma"	14652	22992	"Hinterburgseeli"	46.71801	8.06769	1519	"Europe"	"Lake"	"Raw"	100	"AWI"	9	-20.5	12917.4	130.7	12937.9	"Lake. Physiography: Mountain. Surrounding vegetation: Forest."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41337.69	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"RD7B"	"Neotoma"	14659	23000	"Lake Sedmo Rilsko"	42.21099	23.3256	2095	"Europe"	"Lake"	"Raw"	28	"AWI"	4	12440	18296	216.9	5856	"Lake. Physiography: Cirque. Surrounding vegetation: Pinus mugo&Juniperus sibirica in herb. Vegetation formation: Mower part of subalpine vegetation."	"1994-01-01 00:00:00"	"Bozilova, E. and Tonkov, S., 2011. 14. Lake Sedmo Rilsko (Bulgaria): Lateglacial vegetation history. Grana, 50(3), pp.232-234."	"https://doi.org/10.1080/00173134.2011.606831"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49168.95	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"MIROSHY"	"Neotoma"	14662	23004	"Miroshy"	51.19139	28.01373	8	"Europe"	"Peat"	"Raw"	22	"AWI"	4	82	9101	429.5	9019	"Oligo-mezotrophic moor. Physiography: Interstream area of the rivers Uborot'."	"1985-01-01 00:00:00"	"Chernavskaya, M.M., 1988. Climatic changes in the historical past from stratigraphical sections of moors on the Russian plain. In: Data of meteorological studies,14 (pp.76-85). Academy of Sciences of the USSR, Soviet Geophysical Committee (in Russian)."	NA	"Chernavskaya, M.M. Fogel, G.A., 1989. Climatic change in the south-western part of the USSR during Golocen. Doklady AN SSSR, 307(6), pp.1474-1477 (in Russian)."	NA	"Chernavskaya, M.M. Fogel, G.A., 1991. Reconstruction of Polec'e and Carpations climate based on palinological data. Izvestiy Academy of Sciences, 2, pp.98-105 (in Russian)."	NA	"Fogel, G.A., and Chernavskaya, M.M., 1990. Information derived from indirect climatic indicators and methods of quantitative reconstruction. In: Climatic change in the historical and the instrumental periods ed. by R. Brazdil (pp.126-129). Masaryk University Brno, Brno, Czech."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"KHOMIN"	"Neotoma"	14663	23006	"Khomin Mokh"	51.21782	28.05581	8	"Europe"	"Peat"	"Raw"	21	"AWI"	4	70	10167	504.9	10097	"Oligotrophic moor. Physiography: Interstream area of the rivers Uborot'."	"1985-01-01 00:00:00"	"Chernavskaya, M.M., 1988. Climatic changes in the historical past from stratigraphical sections of moors on the Russian plain. In: Data of meteorological studies,14 (pp.76-85). Academy of Sciences of the USSR, Soviet Geophysical Committee (in Russian)."	NA	"Chernavskaya, M.M. Fogel, G.A., 1989. Climatic change in the south-western part of the USSR during Golocen. Doklady AN SSSR, 307(6), pp.1474-1477 (in Russian)."	NA	"Chernavskaya, M.M. Fogel, G.A., 1991. Reconstruction of Polec'e and Carpations climate based on palinological data. Izvestiy Academy of Sciences, 2, pp.98-105 (in Russian)."	NA	"Fogel, G.A., and Chernavskaya, M.M., 1990. Information derived from indirect climatic indicators and methods of quantitative reconstruction. In: Climatic change in the historical and the instrumental periods ed. by R. Brazdil (pp.126-129). Masaryk University Brno, Brno, Czech."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"STON2_neotoma"	"Neotoma"	14664	23008	"Stoyanov 2"	50.35423	24.6789	198	"Europe"	"Peat"	"Raw"	29	"AWI"	8	159.5	8587	301	8427.5	"Fen bog. Surrounding vegetation: Forests."	"1978-08-01 00:00:00"	"Artyushenko, A.T., Arap, R.Y. and Bezusko, L.G., 1982. Istoriya rastitelnosti zapadnyih oblastey Ukrainyi v chetvertichnom periode. [History of vegetation of western areas of Ukraine in Quartenary period]. Naukova dumka, Kiev, Ukraine (in Czech)."	NA	"Artyushenko, A.T., Arap, R.Y., Bezusko, L.G., Il'ves, E.O., Kajutkina, T.M. and Kovalyukh, N.N., 1982. Razvitie prirody tyerritorii SSSR v pozdnem pleiystoytsyene i golotsenye [New data of Holocene vegetation of Ukraine]. In: Nauka edition (pp.173-179). Moscow, Russia."	NA	"Artyushenko, A.T., Parishkura-Turlo, S.I., Parchomenko, G.O., Arap, R.Y. and Bezusko, L.G., 1984. Obschaya i regionalnaya paleogeografia [History of Holocene vegetation of Ukraine]. In: Naukova dumka edition (pp.104-120). Kiev, Ukraine."	NA	"Bezusko, L.G., Klimanov, V.A. and Sheliag-Sosonko, Y.R., 1988. Climatic conditions in Ukraine in the Late Post-glacial and Holocene. In: Paleoklimaty golotsena Evropeiyskoy territorii SSSR edition (pp.125-135). Moscow, Russia."	NA	"Bezusko, L.G. and Klimanov, V.A., 1987. Climate and vegetation of the plain part of the Ukrainian SSR West in the Late Postglacial period. Ukrain'skyi Botanichnyi Zhurnal, 43, pp.54-58."	NA	"Bezus' ko, L.H., Il'v'ies, E.O. and Kaiutkina, T.M., 1980. New data about the vegetation of Small Polesye in the Holocene. Ukrains' kyi botanichnyi zhurnal, 38, pp.24-26."	NA	"Klimanov, V.A., and Bezusko, L.G. 1981. Climate and vegetation of small Polessie in Holocene. Ukrain'skyi Botanichnyi Zhurnal, 38, pp.24-26."	NA	"Bezusko, L.G., 1987. The oak forest of Maloye Polessie in the late post glacial period. Ukrayins' kyi Botanichnyi Zhurnal, 71, pp.4-8."	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"TUROVA_neotoma"	"Neotoma"	14669	23015	"Turova Dacha"	48.91156	24.12074	8	"Europe"	"Peat"	"Raw"	38	"AWI"	4	63	3593	95.4	3530	"Oligotrophic forested moor. Physiography: Carpathian foothills."	"1986-01-01 00:00:00"	"Chernavskaya, M.M., 1988. Climatic changes in the historical past from stratigraphical sections of moors on the Russian plain. In: Data of meteorological studies,14 (pp.76-85). Academy of Sciences of the USSR, Soviet Geophysical Committee (in Russian)."	NA	"Chernavskaya, M.M. Fogel, G.A., 1989. Climatic change in the south-western part of the USSR during Golocen. Doklady AN SSSR, 307(6), pp.1474-1477 (in Russian)."	NA	"Chernavskaya, M.M. Fogel, G.A., 1991. Reconstruction of Polec'e and Carpations climate based on palinological data. Izvestiy Academy of Sciences, 2, pp.98-105 (in Russian)."	NA	"Fogel, G.A., and Chernavskaya, M.M., 1990. Information derived from indirect climatic indicators and methods of quantitative reconstruction. In: Climatic change in the historical and the instrumental periods ed. by R. Brazdil (pp.126-129). Masaryk University Brno, Brno, Czech."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"GYOLA"	"Neotoma"	14672	23019	"Mire Gyola"	41.35472	23.12528	714	"Europe"	"Peat"	"Raw"	19	"AWI"	4	-55	8187	457.9	8242	"Small mire. Physiography: Slope of Belasitsa mountain. Surrounding vegetation: Forest of Castanea with admixture."	NA	"Tonkov, S. and Possnert, G., 2014. 25. Mire Gyola, Belasitsa Mountain (south-western Bulgaria). Grana, 53(4), pp.312-314."	"https://doi.org/10.1080/00173134.2014.927916"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
