"Project"	"Event"	"Data_Source"	"Site_ID"	"Dataset_ID"	"Site_Name_Clean"	"Latitude"	"Longitude"	"Elevation"	"Continent"	"Archive_Type"	"Data_Type"	"Number_Pollen_Samples"	"AgeModel_Source"	"Number_Datings"	"minimum_meanAge"	"maximum_meanAge"	"mean_resolution_meanAge"	"range_meanAge"	"Site_Description"	"Submission_Pollendata"	"Publication_1"	"Publication_DOI_1"	"Publication_2"	"Publication_DOI_2"	"Publication_3"	"Publication_DOI_3"	"Publication_4"	"Publication_DOI_4"	"Publication_5"	"Publication_DOI_5"	"Publication_6"	"Publication_DOI_6"	"Publication_7"	"Publication_DOI_7"	"Publication_8"	"Publication_DOI_8"	"Basin_Area"	"Basin_Source"	"Basin_Comment"
"LegacyPollen_1.0"	"Sergeevka_River"	"Neotoma"	2287	2369	"Mouth of Sergeevka River"	49.23333	142.0833	2	"Asia"	"Alluvial/Fluvial"	"Raw"	10	"AWI"	3	51	2171	235.6	2120	"Exposure in lagoon terrace. Physiography: river mouth on coast. Surrounding vegetation: Picea-Abies taiga."	"1987-09-06 00:00:00"	"Anderson, P.M. and Lozhkin, A.V., 2002. Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database). North East Science Center, Far East Branch, Russian Academy of Sciences, Magadan, Russia."	NA	"Korotky, A., Grebennikova, T., Razjigaeva, N., Volkov, V., Mokhova, L., Ganzey, L. and Bazarova, V., 1997. Marine terraces of western Sakhalin Island. Catena, 30(1), pp.61-81."	"https://doi.org/10.1016/S0341-8162(97)00002-7"	"Korotkiy, A.M., Pushkar, V.S., Grebennikova, T.A., Razzhigaeva, N.G., Karaulova, L.P., Mokhova, L.M., Ganzey, L.A., Cherepanova, M.N., Bazarova, V.B., Volkov, V.G. and Kovalyukh, N.N., 1997. Marine terraces and Quandary history of the Sakhalin shelf. Dalnauka, Vladivostok (in Russian)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"probably closer to here 49.222280 142.092295"
"LegacyPollen_1.0"	"Seryebryanka_Stream"	"Neotoma"	2289	2371	"Seryebryanka Stream Exposure 5822"	44.05083	145.8583	5	"Asia"	"Coast"	"Raw"	14	"AWI"	6	70	5775	438.8	5705	"Lagoon sediments in marine terrace. Physiography: sea coast. Surrounding vegetation: Picea-Abies-broadleaf forest. Surrounding vegetation: Quercus crispula, Acer, Phellodendron amurense, Juglans, Betula, Aralia, Picea microsperma, Abies mayriana, Abies sachalinensis."	"1994-07-11 00:00:00"	"Anderson, P.M. and Lozhkin, A.V., 2002. Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database). North East Science Center, Far East Branch, Russian Academy of Sciences, Magadan, Russia."	NA	"Korotky, A.M., Razzhigaeva, N.G., Mokhova, L.M., Ganzey, L.A., Grebennikova, T.A. and Bazarova, V.B., 1996. Coastal dunes as an indicator of period of global climatic deterioration (Kunashir Island, Kuriles). Geology of the Pacific Ocean, 13, pp.73-84."	NA	"Korotky, A.M., Razjigaeva, N.G., Grebennikova, T.A., Ganzey, L.A., Mokhova, L.M., Bazarova, V.B. and Sulerzhitsky, L.D., 1995. Holocene marine terraces of Kunashiri Island, Kurile Islands. The Quaternary Research (Daiyonki-Kenkyu), 34(5), pp.359-375 (in Japanese)."	"https://doi.org/10.4116/jaqua.34.5_359"	"Korotky, A.M., Razjigaeva, N.G., Grebennikova, T.A., Ganzey, L.A., Mokhova, L.M., Bazarova, V.B., Sulerzhitsky, L.D. and Lutaenko, K.A., 2000. Middle-and late-Holocene environments and vegetation history of Kunashir Island, Kurile Islands, northwestern Pacific. The Holocene, 10(3), pp.311-331."	"https://doi.org/10.1191/095968300667552216"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Chenhzi: publication. Lake shapes: ? special type: coast?"
"LegacyPollen_1.0"	"SILYAR2"	"Neotoma"	2306	2388	"Siluyanov Yar-2 Exposure"	46.13333	137.8333	25	"Asia"	"Alluvial/Fluvial"	"Raw"	14	"AWI"	6	2719	44720	3230.8	42001	"Exposure in fluvial terrace. Physiography: river valley. Surrounding vegetation: Betula-broadleaf forest."	"1978-07-06 00:00:00"	"Anderson, P.M. and Lozhkin, A.V., 2002. Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database). North East Science Center, Far East Branch, Russian Academy of Sciences, Magadan, Russia."	NA	"Korotky, A.M. and Lobanova, L.A., 1984. Radiocarbon dating and paleographic boundaries of the late Pleistocene-Holocene. In: Paleogeograhic boundaries and methods for their study ed. by A.M. Korotky and V.S. Pushkar (pp.106-114). Far Eastern Science Center, USSR Academy of Sciences, Vladivostok (in Russian)."	NA	"Korotky, A.M., Pletnev, S.P., Pushkar, V.S., Grebennikova, T.A., Raszhigaeva, N.T., Sahebgareeva, E.D. and Mohova, L.M., 1988. Evolution environment of south Far East (late Pleistocene and Holocene). Nauka, Moscow (in Russian)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"SMOR"	"Neotoma"	2495	2579	"Smorodinovoye Lake"	64.76651	141.1036	800	"Asia"	"Lake"	"Raw"	76	"AWI"	11	35	28281	376.6	28246	"Glacial lake. Physiography: valley in mountains. Surrounding vegetation: Larix forest."	"1995-08-16 00:00:00"	"Anderson, P.M. and Lozhkin, A.V., 2002. Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database). North East Science Center, Far East Branch, Russian Academy of Sciences, Magadan, Russia."	NA	"Anderson, P.M., Lozhkin, A.V., Belaya, B.V. and Simakov, K.V., 1998. Younger Dryas in western Beringia (northeastern Siberia). In: Environmental Changes in Beringia During the Quaternary ed. by K.V. Simakov (pp.28-44). North East Interdisciplinary Research Institute, Far East Branch, Russian Academy of Sciences, Magadan (in Russian)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	271868.7	"Google Earth"	"Chenhzi: site description. Lake shapes: ? check in gis or take average of few lakes closeby. check in gis or take average of few lakes closeby. It is definitely a lake."
"LegacyPollen_1.0"	"Sosednee_Lake"	"Neotoma"	2499	2583	"Sosednee Lake"	62.16667	149.5	822	"Asia"	"Lake"	"Raw"	41	"AWI"	6	-63	26447	662.8	26510	"Morainally dammed lake. Physiography: glacial topography in mountains. Surrounding vegetation: open larch forest."	"1989-07-01 00:00:00"	"Lozhkin, A.V., Anderson, P.M., Eisner, W.R., Ravako, L.G., Hopkins, D.M., Brubaker, L.B., Colinvaux, P.A. and Miller, M.C., 1993. Late Quaternary lacustrine pollen records from southwestern Beringia. Quaternary Research, 39(3), pp.314-324."	"https://doi.org/10.1006/qres.1993.1038"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"can't find a basin"
"LegacyPollen_1.0"	"STAD"	"Neotoma"	2511	2596	"Stadukhinskaya Protoka Channel (Alas section)"	68.66667	159.5	12	"Asia"	"Peat"	"Raw"	11	"AWI"	4	6936	9800	286.4	2864	"Buried peat and lake silts, alas section. Physiography: yedoma-alas relief. Surrounding vegetation: open Larix dahurica forest."	NA	"Anderson, P.M. and Lozhkin, A.V., 2002. Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database). North East Science Center, Far East Branch, Russian Academy of Sciences, Magadan, Russia."	NA	"Lozhkin, A.V. and Prokhorova, T.P., 1982. New data about the history of alas deposits from the Kolyma lowland (radiocarbon and palynological material). In: Stratigraphy and paleogeography of the late Cenozoic of eastern USSR ed. by S.F. Biske (pp.96-102). North East Interdisciplinary Research Institute, Far East Branch, USSR Academy of Sciences, Magadan (in Russian)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"SUMINSK"	"Neotoma"	2523	2612	"Suminskoye Zaimitschye Peat Exposure"	55	80.25	135	"Asia"	"Peat"	"Raw"	16	"AWI"	7	62	3828	251.1	3766	"Buried in kettlehole exposed by river. Physiography: river valley. Surrounding vegetation: bog in treeless landscape."	NA	"Anderson, P.M. and Lozhkin, A.V., 2002. Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database). North East Science Center, Far East Branch, Russian Academy of Sciences, Magadan, Russia."	NA	"Khotinskiy, N.A., 1977. Holocene of northern Eurasia. Nauka, Moscow (in Russian)."	NA	"Klimanov, V.A., 1976. To the method of reconstruction of quantitative parameters of past climate. Vestnik MGU, Geographic Series, 2, pp.92-98 (in Russian)."	NA	"Klimanov, V.A., Levina, T.P., Orlova, L.A. and Panychev, V.A., 1987. Climate changes in the Barabinskaya plain during the Subatlantic period of the Holocene as recorded by Suminskoye Zaimitschye peat. In: Regional Geology of Siberia and the Far East ed. by I.V. Nikolayeva (pp.143-149). Nauka, Novosibirsk (in Russian)."	NA	"Shnitnikov, A.V., 1976. The lakes of Sredinnogo region and some ways to use them. In: The lakes of Sredinnogo region ed. by L.K. Davydov (pp.5-133). Nauka, Leningrad (in Russian)."	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"SUOLLAKH"	"Neotoma"	2525	2614	"Suollakh"	57.05	123.85	810	"Asia"	"Peat"	"Raw"	51	"AWI"	7	2760	13015	205.1	10255	NA	NA	"Andreev, A.A. and Klimanov, V.A., 1991. Izmeneniya rastitel'nost i klimatamezhdurech'ya rek Ungra i Yakokit (Yuzhnaya Yakutia) v golotsene [Vegetation history and climate changes in the interfluve of the rivers Ungra and Yakokit (Southern Yakutia) during the Holocene]. Botanichesky Zhurnal, 76(3), pp.334-351 (in Russian)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"SVERDRUP"	"Neotoma"	2528	2618	"Sverdrup"	74.5209	79.45742	7	"Asia"	"Peat"	"Raw"	8	"AWI"	3	9217	13251	576.3	4034	"Buried peat bog 6 m from sea. Physiography: low-relief arctic island. Surrounding vegetation: herb tundra."	NA	"Tarasov, P.E., Andreev, A.A., Romanenko, F.A. and Sulerzhitskii, L.D., 1995. Palynostratigraphy of upper Quaternary deposits of Sverdrup Island, the Kara Sea. Stratigraphy and Geological Correlation, 3(2), pp.190-196."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"TANON"	"Neotoma"	2537	2627	"Tanon River [Quarry Site]"	59.66667	151.2	40	"Asia"	"Peat"	"Raw"	29	"AWI"	11	6659	48459	1492.9	41800	"Peat, paleosols, alluvium section. Physiography: coastal river valley. Surrounding vegetation: Larix dahurica forest."	NA	"Anderson, P.M. and Lozhkin, A.V., 2002. Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database). North East Science Center, Far East Branch, Russian Academy of Sciences, Magadan, Russia."	NA	"Lozhkin, A.V. and Glushkova, O.Y., 1997. New palynological assemblages and radiocarbon dates from the late Quaternary deposits of northern Priokhot'ye. In: Late Pleistocene and Holocene of Beringia ed. by M.K. Gagiev (pp.70-79). North East Interdisciplinary Research Institute, Far East Branch, Russian Academy of Sciences, Magadan (in Russian)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"TIKHAN"	"Neotoma"	2552	2643	"Tikhangou Exposure"	42.83333	132.7833	4	"Asia"	"Alluvial/Fluvial"	"Raw"	25	"AWI"	5	22	30071	1252	30049	"Lagoon-alluvial exposure. Physiography: river mouth on coast. Surrounding vegetation: Quercus-Betula-broadleaf forest."	"1980-06-20 00:00:00"	"Anderson, P.M. and Lozhkin, A.V., 2002. Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database). North East Science Center, Far East Branch, Russian Academy of Sciences, Magadan, Russia."	NA	"Korotkii, A.M., Karaulova, L.P. and Troitskaya, T.S., 1980. The Quaternary deposits of Primor'ye. Nauka, Novosibirsk (in Russian)."	NA	"Troitskaya, T.S., Korotky, A.M., Karaulova, L.P. and Tsar'ko, E.I., 1971. New data about postglacial transgression on the western coast of the Sea of Japan. Doklady Akademii Nauk, 196(2), pp.433-436 (in Russian)."	NA	"Pushkar, V.S. and Korotky, A.M., 1975. Paleogeographic condition of sedimentation in the Holocene lagoon of Vostok Gulf. In: Questions of geomorphology and Quaternary geology of the southern Far East ed. by A.M. Korotky and A.P. Kulakov (pp.111-117). Far Eastern Branch, USSR Academy of Sciences, Vladivostok (in Russian)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"TOLMACH"	"Neotoma"	2558	2649	"Tolmachevsko-Krivodanovskii Peat"	55	84	110	"Asia"	"Peat"	"Raw"	30	"AWI"	5	1377	13918	432.4	12541	"Exposure in river terrace + terrace core. Physiography: river valley."	NA	"Anderson, P.M. and Lozhkin, A.V., 2002. Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database). North East Science Center, Far East Branch, Russian Academy of Sciences, Magadan, Russia."	NA	"Orlova, L.A., 1990. The Holocene of Baraba (stratigraphy and radiocarbon chronology). Joint Institute for Geology, Geophysics and Mineralogy, Siberia Branch, USSR Academy of Sciences, Novosibirsk (in Russian)."	NA	"Volkov, I.A. and Arkhipov, S.A., 1978. Quaternary deposits of the Novosibirsk Region. Joint Institute for Geology, Geophysics and Mineralogy, Siberia Branch, USSR Academy of Sciences, Novosibirsk (in Russian)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"TOM1"	"Neotoma"	2559	2650	"Tom' River Peat"	56.16667	84	100	"Asia"	"Peat"	"Raw"	25	"AWI"	6	216	10886	444.6	10670	"peat section in river bluff. Physiography: river valley. Surrounding vegetation: Pinus sibirica, Picea, Abies."	NA	"Anderson, P.M. and Lozhkin, A.V., 2002. Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database). North East Science Center, Far East Branch, Russian Academy of Sciences, Magadan, Russia."	NA	"Arkhipov, S.A. and Votakh, M.R., 1980. Palynological characteristics and the absolute age of peat near the mouth of the Tom' River. In: The palynology of Siberia ed. by V.N. Saks (pp.112-118). Nauka, Moscow (in Russian)."	NA	"Orlova, V.V., 1962. Klimat SSSR: Zapadnaya Sibir [Climate of the USSR: Western Siberia]. Gidrometizdat, Leningrad (in Russian)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"TS"	"Neotoma"	2568	2660	"Taloye Lake"	61.01667	152.3333	750	"Asia"	"Lake"	"Raw"	36	"AWI"	7	-67	10397	299	10464	"Kettle in area of dead-ice relief. Physiography: glacial terrain in mountains. Surrounding vegetation: Larix dahurica forest."	"1995-08-07 00:00:00"	"Anderson, P.M. and Lozhkin, A.V., 2002. Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database). North East Science Center, Far East Branch, Russian Academy of Sciences, Magadan, Russia."	NA	"Lozhkin, A.V., Anderson, P.M., Belaya, B.V., Glushkova, O.Y. and Stetsenko, T.V., 2000. Vegetation change in northeast Siberia at the Pleistocene-Holocene boundary and during the Holocene. In: The Quaternary period of Beringia, ed. by K.V. Simakov (pp.53-75). North East Interdisciplinary Research Institute, Far East Branch, Russian Academy of Sciences, Magadan (in Russian)."	"https://doi.org/10.1016/S0277-3791(00)00121-9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"can't find a basin"
"LegacyPollen_1.0"	"Ulakhan_Adycha_River"	"Neotoma"	2789	2884	"Ulakhan Exposure, Adycha River"	67.83333	135.5833	130	"Asia"	"Alluvial/Fluvial"	"Raw"	9	"AWI"	3	5121	9130	501.1	4009	"River terrace exposure. Physiography: river valley in coastal lowland. Surrounding vegetation: open Larix dahurica forest."	NA	"Anderson, P.M. and Lozhkin, A.V., 2002. Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database). North East Science Center, Far East Branch, Russian Academy of Sciences, Magadan, Russia."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"UNASCHI"	"Neotoma"	2790	2885	"Unaschi Exposure"	42.95	133.1667	35	"Asia"	"Alluvial/Fluvial"	"Raw"	6	"AWI"	2	8534	21409	2575	12875	"Exposure in river terrace. Physiography: valley. Surrounding vegetation: farmland."	"1970-07-05 00:00:00"	"Anderson, P.M. and Lozhkin, A.V., 2002. Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database). North East Science Center, Far East Branch, Russian Academy of Sciences, Magadan, Russia."	NA	"Korotky, A.M., Karaulova, L.P. and Troitskaya, T.S., 1980. The Quaternary deposits of Primor'ye. Nauka, Novosibirsk (in Russian)."	NA	"Golubeva, L.V. and Karaulova, L.P., 1983. The vegetation and stratigraphy of the Pleistocene and Holocene of the southern Far East. Nauka, Moscow (in Russian)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"Vechernii_River"	"Neotoma"	2807	2904	"Vechernii River"	63.28333	147.75	800	"Asia"	"Alluvial/Fluvial"	"Raw"	28	"AWI"	8	-61	6202	232	6263	"Man-made exposure of alluvium and peat. Physiography: river valley in mountains. Surrounding vegetation: Larix dahurica forest."	NA	"Anderson, P.M. and Lozhkin, A.V., 2002. Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database). North East Science Center, Far East Branch, Russian Academy of Sciences, Magadan, Russia."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"VENYU1"	"Neotoma"	2808	2905	"Venyukovka-1 Exposure"	47.11667	138.5833	5	"Asia"	"Alluvial/Fluvial"	"Raw"	14	"AWI"	2	-14	834	65.2	848	"Floodplain terrace of river. Physiography: river valley. Surrounding vegetation: meadow, bog and floodplain forest."	"1976-07-12 00:00:00"	"Anderson, P.M. and Lozhkin, A.V., 2002. Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database). North East Science Center, Far East Branch, Russian Academy of Sciences, Magadan, Russia."	NA	"Korotky, A.M., Karaulova, L.P. and Troitskaya, T.S., 1980. The Quaternary deposits of Primor'ye. Nauka, Novosibirsk (in Russian)."	NA	"Korotky, A.M., Pletnev, S.P., Pushkar, V.S., Grebennikova, T.A., Razzhigaeva, N.G., Sakhebgareeva, E.D. and Mokhova, L.M., 1988. Evolution environment of south Far East (late Pleistocene and Holocene). Nauka, Moscow (in Russian)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"Venyukovka-2"	"Neotoma"	2809	2906	"Venyukovka-2 Exposure"	47.03333	138.5833	6	"Asia"	"Coast"	"Raw"	24	"AWI"	2	306	3059	119.7	2753	"Lower river valley on coast. Physiography: exposure in marine terrace. Surrounding vegetation: boggy meadows with shrubs."	"1976-07-12 00:00:00"	"Anderson, P.M. and Lozhkin, A.V., 2002. Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database). North East Science Center, Far East Branch, Russian Academy of Sciences, Magadan, Russia."	NA	"Korotky, A.M., Karaulova, L.P. and Troitskaya, T.S., 1980. The Quaternary deposits of Primor'ye. Nauka, Novosibirsk (in Russian)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"Venyukovka-3"	"Neotoma"	2810	2907	"Venyukovka-3 Exposure"	47.11667	138.5833	5	"Asia"	"Alluvial/Fluvial"	"Raw"	19	"AWI"	3	1487	5967	248.9	4480	"Alluvial-lagoon terrace. Physiography: river mouth on coast. Surrounding vegetation: bog with Betula-Larix forest."	"1975-06-15 00:00:00"	"Anderson, P.M. and Lozhkin, A.V., 2002. Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database). North East Science Center, Far East Branch, Russian Academy of Sciences, Magadan, Russia."	NA	"Korotky, A.M., Karaulova, L.P. and Troitskaya, T.S., 1980. The Quaternary deposits of Primor'ye. Nauka, Novosibirsk (in Russian)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"VOSTOK_neotoma"	"Neotoma"	2823	2920	"Vostok Gulf"	42.9	132.75	5	"Asia"	"Coast"	"Raw"	15	"AWI"	4	1559	6129	326.4	4570	"Marine terrace in lower river valley. Physiography: coastal plain. Surrounding vegetation: Quercus mongolica-Betula forest."	"1969-06-18 00:00:00"	"Anderson, P.M. and Lozhkin, A.V., 2002. Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database). North East Science Center, Far East Branch, Russian Academy of Sciences, Magadan, Russia."	NA	"Korotky, A.M., Karaulova, L.P. and Troitskaya, T.S., 1980. The Quaternary deposits of Primor'ye. Nauka, Novosibirsk (in Russian)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"Wrangel_Island_wr12"	"Neotoma"	2942	3040	"Wrangel Island Exposure 12"	71.16667	-179.75	200	"Asia"	"Alluvial/Fluvial"	"Raw"	25	"AWI"	22	10331	13692	140	3361	"Section in river bluff. Physiography: low rolling hills. Surrounding vegetation: graminoid tundra."	"1994-08-01 00:00:00"	"Anderson, P.M. and Lozhkin, A.V., 2002. Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database). North East Science Center, Far East Branch, Russian Academy of Sciences, Magadan, Russia."	NA	"Lozhkin, A.V., Anderson, P.M., Vartanyan, S.L., Brown, T.A., Belaya, B.V. and Kotov, A.N., 2001. Late Quaternary paleoenvironments and modern pollen data from Wrangel Island (Northern Chukotka). Quaternary Science Reviews, 20(1-3), pp.217-233."	"https://doi.org/10.1016/S0277-3791(00)00121-9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"DIMA1"	"Neotoma"	672	3077	"Kirgirlakh Stream, Berelyekh River Basin"	62.66667	147.9833	700	"Asia"	"Alluvial/Fluvial"	"Raw"	9	"AWI"	2	2132	28085	3244.1	25953	"Exposure along river terrace. Physiography: valley in mountainous region. Surrounding vegetation: Larix dahurica forest-tundra."	NA	"Anderson, P.M. and Lozhkin, A.V., 2002. Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database). North East Science Center, Far East Branch, Russian Academy of Sciences, Magadan, Russia."	NA	"Shilo, N.A., Lozhkin, A.V., Titov, E.E. and Shumilov, Y.V., 1983. Kirgirlakh mammoth: paleography aspect. Nauka, Moscow (in Russian)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"DIMA2"	"Neotoma"	672	3078	"Kirgirlakh Stream, Berelyekh River Basin"	62.66667	147.9833	700	"Asia"	"Alluvial/Fluvial"	"Raw"	16	"AWI"	5	171	33235	2204.3	33064	"Exposure along river terrace. Physiography: valley in mountainous region. Surrounding vegetation: Larix dahurica forest-tundra."	NA	"Anderson, P.M. and Lozhkin, A.V., 2002. Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database). North East Science Center, Far East Branch, Russian Academy of Sciences, Magadan, Russia."	NA	"Shilo, N.A., Lozhkin, A.V., Titov, E.E. and Shumilov, Y.V., 1983. Kirgirlakh mammoth: paleography aspect. Nauka, Moscow (in Russian)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"DIMA3"	"Neotoma"	672	3079	"Kirgirlakh Stream, Berelyekh River Basin"	62.66667	147.9833	700	"Asia"	"Alluvial/Fluvial"	"Raw"	11	"AWI"	5	35701	47993	1229.2	12292	"Exposure along river terrace. Physiography: valley in mountainous region. Surrounding vegetation: Larix dahurica forest-tundra."	NA	"Anderson, P.M. and Lozhkin, A.V., 2002. Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database). North East Science Center, Far East Branch, Russian Academy of Sciences, Magadan, Russia."	NA	"Shilo, N.A., Lozhkin, A.V., Titov, E.E. and Shumilov, Y.V., 1983. Kirgirlakh mammoth: paleography aspect. Nauka, Moscow (in Russian)."	NA	"Lozhkin, A.V., 1991. The questions of geochronology and the paleogeography of the Quaternary period, northeast USSR. In: The geology of the zone between the continent and the ocean of northeast Asia ed. by A.A. Sidorov and A.P. Milov (pp.47-59). North East Interdisciplinary Research Institute, Far East Branch, USSR Academy of Sciences, Magadan (in Russian)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"DIMA4"	"Neotoma"	672	3080	"Kirgirlakh Stream, Berelyekh River Basin"	62.66667	147.9833	700	"Asia"	"Alluvial/Fluvial"	"Raw"	10	"AWI"	4	1368	7121.5	639.3	5753.5	"Exposure along river terrace. Physiography: valley in mountainous region. Surrounding vegetation: Larix dahurica forest-tundra."	NA	"Anderson, P.M. and Lozhkin, A.V., 2002. Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database). North East Science Center, Far East Branch, Russian Academy of Sciences, Magadan, Russia."	NA	"Shilo, N.A., Lozhkin, A.V., Titov, E.E. and Shumilov, Y.V., 1983. Kirgirlakh mammoth: paleography aspect. Nauka, Moscow (in Russian)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"OROKESS"	"Neotoma"	1779	3499	"Orokess River Mouth Exposure 4036"	48.85	142	6	"Asia"	"Alluvial/Fluvial"	"Raw"	25	"AWI"	9	650	7654	291.8	7004	"Marine terrace near Orokess River mouth. Physiography: coastal plain. Surrounding vegetation: Picea-Abies-Larix taiga."	"1985-07-27 00:00:00"	"Anderson, P.M. and Lozhkin, A.V., 2002. Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database). North East Science Center, Far East Branch, Russian Academy of Sciences, Magadan, Russia."	NA	"Alexandrova, A.N., 1982. The Pleistocene of Sakhalin. Nauka, Moscow (n Russian)."	NA	"Korotky, A., Grebennikova, T., Razjigaeva, N., Volkov, V., Mokhova, L., Ganzey, L. and Bazarova, V., 1997. Marine terraces of western Sakhalin Island. Catena, 30(1), pp.61-81."	"https://doi.org/10.1016/S0341-8162(97)00002-7"	"Korotkiy, A.M., Pushkar, V.S., Grebennikova, T.A., Razzhigaeva, N.G., Karaulova, L.P., Mokhova, L.M., Ganzey, L.A., Cherepanova, M.N., Bazarova, V.B., Volkov, V.G. and Kovalyukh, N.N., 1997. Marine terraces and Quaternary history of the Sakhalin Shelf. Dal'nauka, Vladivostok (in Russian)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
