/* DATA DESCRIPTION:
Citation:	Sirocko, Frank; Knapp, Hannes; Dreher, Frank; Förster, Michael W; Albert, Johannes; Brunck, Heiko; Veres, Daniel; Dietrich, Stephan; Zech, Michael; Hambach, Ulrich; Röhner, Marieke; Rudert, Saskia; Schwiebus, Klaus; Adams, Christel; Sigl, Petra (2016): Dust record of sediment core DE3. PANGAEA, https://doi.org/10.1594/PANGAEA.868664, 
17.325	15
17.327	12
17.329	12
17.331	14
17.333	14
17.335	14
17.338	10
17.340	13
17.342	13
17.344	15
17.346	14
17.348	13
17.351	14
17.353	15
17.355	11
17.357	15
17.359	14
17.361	14
17.364	10
17.366	11
17.368	14
17.370	10
17.372	14
17.374	9
17.377	9
17.379	13
17.381	15
17.383	11
17.385	13
17.387	14
17.390	14
17.392	9
17.394	14
17.396	7
17.398	14
17.400	15
17.403	14
17.405	12
17.407	11
17.409	13
17.411	13
17.413	10
17.416	10
17.418	15
17.420	11
17.422	11
17.424	12
17.426	14
17.429	11
17.431	11
17.433	11
17.435	11
17.437	11
17.439	11
17.442	12
17.444	13
17.446	13
17.448	11
17.450	14
17.452	14
17.454	10
17.457	11
17.459	11
17.461	13
17.463	10
17.465	13
17.467	10
17.470	9
17.472	14
17.474	14
17.476	13
17.478	14
17.480	12
17.483	12
17.485	10
17.487	14
17.489	13
17.491	13
17.493	11
17.496	13
17.498	11
17.500	10
17.502	13
17.504	14
17.506	14
17.509	10
17.511	4
17.513	11
17.515	13
17.517	10
17.519	8
17.522	15
17.524	13
17.526	14
17.528	14
17.530	12
17.532	11
17.535	13
17.537	11
17.539	10
17.541	13
17.543	12
17.545	15
17.548	12
17.550	9
17.552	10
17.554	13
17.556	15
17.558	11
17.561	12
17.563	14
17.565	12
17.567	15
17.569	14
17.571	9
17.574	10
17.576	13
17.578	12
17.580	12
17.582	11
17.584	13
17.587	14
17.589	12
17.591	15
17.593	14
17.595	13
17.597	14
17.600	13
17.602	12
17.604	11
17.606	12
17.608	13
17.610	13
17.613	10
17.615	11
17.617	10
17.619	15
17.621	14
17.623	10
17.626	13
17.628	13
17.630	14
17.632	13
17.634	14
17.636	14
17.639	15
17.641	10
17.643	5
17.645	15
17.647	12
17.649	9
17.651	9
17.654	14
17.656	15
17.658	13
17.660	15
17.662	14
17.664	9
17.667	8
17.669	13
17.671	10
17.673	14
17.675	14
17.677	15
17.680	11
17.682	10
17.684	10
17.686	10
17.688	12
17.690	13
17.693	15
17.695	12
17.697	14
17.699	13
17.701	11
17.703	11
17.706	12
17.708	12
17.710	9
17.712	14
17.714	14
17.716	10
17.719	11
17.721	6
17.723	12
17.725	13
17.727	14
17.729	12
17.732	12
17.734	13
17.736	11
17.738	14
17.740	13
17.742	14
17.745	11
17.747	14
17.749	9
17.751	12
17.753	4
17.755	7
17.758	5
17.760	8
17.762	14
17.764	13
17.766	11
17.768	10
17.771	11
17.773	13
17.775	12
17.777	11
17.779	15
17.781	7
17.784	13
17.786	3
17.788	14
17.790	15
17.792	15
17.794	13
17.797	8
17.799	13
17.801	14
17.803	8
17.805	11
17.807	13
17.810	13
17.812	13
17.814	14
17.816	14
17.818	11
17.820	10
17.823	12
17.825	10
17.827	13
17.829	14
17.831	12
17.833	15
17.836	12
17.838	7
17.840	14
17.842	13
17.844	13
17.846	6
17.848	11
17.851	12
17.853	12
17.855	12
17.857	15
17.859	11
17.861	6
17.864	6
17.866	7
17.868	9
17.870	13
17.872	13
17.874	14
17.877	12
17.879	13
17.881	14
17.883	12
17.885	11
17.887	12
17.890	9
17.892	8
17.894	15
17.896	9
17.898	10
17.900	12
17.903	14
17.905	14
17.907	4
17.909	13
17.911	13
17.913	14
17.916	14
17.918	10
17.920	14
17.922	13
17.924	13
17.926	14
17.929	12
17.931	12
17.933	6
17.935	12
17.937	13
17.939	13
17.942	14
17.944	14
17.946	12
17.948	13
17.950	12
17.952	13
17.955	12
17.957	13
17.959	9
17.961	8
17.963	10
17.965	13
17.968	15
17.970	12
17.972	11
17.974	13
17.976	12
17.978	13
17.981	12
17.983	11
17.985	14
17.987	10
17.989	12
17.991	11
17.994	11
17.996	12
17.998	12
18.000	15
18.002	11
18.004	11
18.007	7
18.009	12
18.011	13
18.013	9
18.015	14
18.017	10
18.020	14
18.022	14
18.024	10
18.026	13
18.028	13
18.030	14
18.032	13
18.035	14
18.037	13
18.039	13
18.041	14
18.043	14
18.045	13
18.048	13
18.050	15
18.052	13
18.054	13
18.056	12
18.058	14
18.061	12
18.063	9
18.065	10
18.067	12
18.069	13
18.071	13
18.074	11
18.076	11
18.078	11
18.080	12
18.082	12
18.084	9
18.087	12
18.089	12
18.091	9
18.093	10
18.095	14
18.097	12
18.100	13
18.102	12
18.104	9
18.106	12
18.108	13
18.110	14
18.113	15
18.115	14
18.117	9
18.119	12
18.121	8
18.123	15
18.126	8
18.128	13
18.130	14
18.132	12
18.134	10
18.136	11
18.139	15
18.141	14
18.143	11
18.145	14
18.147	10
18.149	15
18.152	12
18.154	15
18.156	12
18.158	11
18.160	13
18.162	14
18.165	12
18.167	11
18.169	12
18.171	14
18.173	13
18.175	14
18.178	13
18.180	14
18.182	9
18.184	6
18.186	10
18.188	14
18.191	8
18.193	10
18.195	11
18.197	13
18.199	14
18.201	11
18.204	14
18.206	13
18.208	13
18.210	7
18.212	12
18.214	8
18.217	13
18.219	14
18.221	13
18.223	14
18.225	11
18.227	12
18.229	11
18.232	11
18.234	10
18.236	10
18.238	11
18.240	4
18.242	5
18.245	13
18.247	12
18.249	8
18.251	14
18.253	13
18.255	14
18.258	13
18.260	14
18.262	15
18.264	12
18.266	13
18.268	13
18.271	13
18.273	4
18.275	13
18.277	10
18.279	11
18.281	14
18.284	13
18.286	13
18.288	10
18.290	11
18.292	13
18.294	14
18.297	13
18.299	13
18.301	14
18.303	8
18.305	10
18.307	10
18.310	12
18.312	11
18.314	15
18.316	13
18.318	9
18.320	12
18.323	10
18.325	11
18.327	12
18.329	12
18.331	13
18.333	14
18.336	14
18.338	11
18.340	13
18.342	13
18.344	15
18.346	15
18.349	14
18.351	13
18.353	13
18.355	14
18.357	13
18.359	12
18.362	13
18.364	13
18.366	12
18.368	11
18.370	15
18.372	13
18.375	15
18.377	13
18.379	13
18.381	14
18.383	12
18.385	14
18.388	9
18.390	12
18.392	12
18.394	9
18.396	10
18.398	14
18.401	13
18.403	11
18.405	12
18.407	10
18.409	11
18.411	10
18.414	15
18.416	14
18.418	12
18.420	10
18.422	11
18.424	12
18.426	13
18.429	14
18.431	15
18.433	11
18.435	12
18.437	14
18.439	14
18.442	13
18.444	12
18.446	15
18.448	15
18.450	15
18.452	10
18.455	10
18.457	11
18.459	13
18.461	14
18.463	14
18.465	13
18.468	13
18.470	10
18.472	10
18.474	11
18.476	11
18.478	9
18.481	14
18.483	12
18.485	14
18.487	15
18.489	14
18.491	14
18.494	14
18.496	14
18.498	13
18.500	11
18.502	15
18.504	14
18.507	2
18.509	13
18.511	12
18.513	13
18.515	13
18.517	13
18.520	13
18.522	15
18.524	14
18.526	13
18.528	14
18.530	15
18.533	10
18.535	12
18.537	12
18.539	14
18.541	14
18.543	9
18.546	8
18.548	14
18.550	15
18.552	13
18.554	14
18.556	14
18.559	15
18.561	13
18.563	14
18.565	14
18.567	14
18.569	14
18.572	13
18.574	13
18.576	7
18.578	11
18.580	13
18.582	12
18.585	13
18.587	NaN
18.589	NaN
18.591	NaN
18.593	NaN
18.595	NaN
18.598	NaN
18.600	NaN
18.602	NaN
18.604	NaN
18.606	NaN
18.608	NaN
18.610	NaN
18.613	NaN
18.615	NaN
18.617	NaN
18.619	NaN
18.621	NaN
18.623	NaN
18.626	NaN
18.628	NaN
18.630	14
18.632	12
18.634	14
18.636	11
18.639	12
18.641	14
18.643	13
18.645	12
18.647	12
18.649	11
18.652	12
18.654	13
18.656	10
18.658	11
18.660	11
18.662	14
18.665	14
18.667	15
18.669	9
18.671	13
18.673	6
18.675	10
18.678	7
18.680	14
18.682	13
18.684	15
18.686	13
18.688	11
18.691	14
18.693	12
18.695	12
18.697	14
18.699	13
18.701	13
18.704	15
18.706	14
18.708	11
18.710	15
18.712	13
18.714	13
18.717	14
18.719	13
18.721	11
18.723	14
18.725	14
18.727	15
18.730	13
18.732	7
18.734	4
18.736	7
18.738	8
18.740	14
18.743	14
18.745	15
18.747	14
18.749	14
18.751	12
18.753	11
18.756	12
18.758	12
18.760	15
18.762	11
18.764	11
18.766	12
18.769	11
18.771	15
18.773	13
18.775	15
18.777	13
18.779	10
18.782	12
18.784	12
18.786	12
18.788	12
18.790	12
18.792	12
18.795	14
18.797	7
18.799	12
18.801	13
18.803	11
18.805	9
18.807	12
18.810	11
18.812	10
18.814	11
18.816	10
18.818	13
18.820	12
18.823	9
18.825	14
18.827	14
18.829	6
18.831	15
18.833	14
18.836	14
18.838	13
18.840	14
18.842	9
18.844	10
18.846	13
18.849	12
18.851	12
18.853	10
18.855	10
18.857	10
18.859	10
18.862	13
18.864	10
18.866	11
18.868	10
18.870	14
18.872	13
18.875	13
18.877	15
18.879	11
18.881	12
18.883	13
18.885	10
18.888	14
18.890	11
18.892	11
18.894	13
18.896	15
18.898	13
18.901	10
18.903	14
18.905	14
18.907	11
18.909	11
18.911	10
18.914	13
18.916	13
18.918	8
18.920	10
18.922	4
18.924	13
18.927	13
18.929	9
18.931	6
18.933	11
18.935	9
18.937	12
18.940	13
18.942	9
18.944	13
18.946	9
18.948	13
18.950	12
18.953	13
18.955	13
18.957	12
18.959	7
18.961	14
18.963	11
18.966	13
18.968	10
18.970	10
18.972	13
18.974	10
18.976	12
18.979	12
18.981	11
18.983	12
18.985	13
18.987	13
18.989	14
18.991	15
18.994	14
18.996	11
18.998	13
19.000	15
19.002	14
19.004	14
19.007	9
19.009	11
19.011	8
19.013	15
19.015	10
19.017	13
19.020	12
19.022	10
19.024	12
19.026	13
19.028	12
19.030	12
19.033	9
19.035	13
19.037	11
19.039	13
19.041	15
19.043	14
19.046	10
19.048	13
19.050	13
19.052	13
19.054	10
19.056	11
19.059	11
19.061	7
19.063	13
19.065	10
19.067	12
19.069	12
19.072	13
19.074	10
19.076	14
19.078	14
19.080	8
19.082	12
19.085	12
19.087	12
19.089	11
19.091	14
19.093	15
19.095	10
19.098	10
19.100	4
19.102	14
19.104	15
19.106	11
19.108	13
19.111	11
19.113	11
19.115	12
19.117	15
19.119	10
19.121	13
19.124	14
19.126	14
19.128	15
19.130	15
19.132	11
19.134	13
19.137	9
19.139	12
19.141	14
19.143	14
19.145	10
19.147	9
19.150	12
19.152	12
19.154	5
19.156	13
19.158	14
19.160	11
19.163	14
19.165	13
19.167	12
19.169	12
19.171	14
19.173	11
19.176	10
19.178	10
19.180	13
19.182	11
19.184	11
19.186	13
19.188	13
19.191	13
19.193	12
19.195	9
19.197	15
19.199	14
19.201	7
19.204	15
19.206	14
19.208	14
19.210	15
19.212	13
19.214	13
19.217	14
19.219	12
19.221	12
19.223	6
19.225	15
19.227	11
19.230	9
19.232	10
19.234	9
19.236	14
19.238	11
19.240	11
19.243	8
19.245	13
19.247	12
19.249	8
19.251	13
19.253	4
19.256	15
19.258	15
19.260	10
19.262	11
19.264	13
19.266	14
19.269	10
19.271	15
19.273	13
19.275	9
19.277	11
19.279	12
19.282	13
19.284	12
19.286	13
19.288	5
19.290	10
19.292	13
19.295	13
19.297	11
19.299	9
19.301	13
19.303	13
19.305	13
19.308	12
19.310	13
19.312	14
19.314	10
19.316	12
19.318	13
19.321	13
19.323	12
19.325	11
19.327	12
19.329	9
19.331	11
19.334	13
19.336	15
19.338	10
19.340	13
19.342	11
19.344	13
19.347	9
19.349	13
19.351	13
19.353	14
19.355	4
19.357	10
19.360	6
19.362	13
19.364	12
19.366	10
19.368	10
19.370	13
19.373	13
19.375	14
19.377	10
19.379	4
19.381	11
19.383	13
19.385	13
19.388	13
19.390	14
19.392	6
19.394	8
19.396	10
19.398	9
19.401	11
19.403	9
19.405	11
19.407	12
19.409	8
19.411	12
19.414	13
19.416	14
19.418	12
19.420	13
19.422	9
19.424	14
19.427	13
19.429	13
19.431	14
19.433	13
19.435	14
19.437	10
19.440	13
19.442	8
19.444	12
19.446	12
19.448	8
19.450	9
19.453	4
19.455	14
19.457	14
19.459	14
19.461	11
19.463	12
19.466	13
19.468	14
19.470	10
19.472	10
19.474	10
19.476	13
19.479	12
19.481	9
19.483	13
19.485	15
19.487	15
19.489	10
19.492	9
19.494	12
19.496	14
19.498	11
19.500	10
19.502	11
19.505	12
19.507	12
19.509	10
19.511	11
19.513	11
19.515	13
19.518	10
19.520	14
19.522	12
19.524	13
19.526	14
19.528	13
19.531	12
19.533	11
19.535	11
19.537	14
19.539	11
19.541	10
19.544	9
19.546	12
19.548	12
19.550	12
19.552	13
19.554	9
19.557	7
19.559	13
19.561	10
19.563	8
19.565	11
19.567	13
19.569	11
19.572	13
19.574	10
19.576	14
19.578	12
19.580	12
19.582	13
19.585	15
19.587	13
19.589	15
19.591	12
19.593	11
19.595	14
19.598	14
19.600	13
19.602	13
19.604	15
19.606	13
19.608	15
19.611	12
19.613	10
19.615	12
19.617	14
19.619	4
19.621	3
19.624	5
19.626	11
19.628	15
19.630	14
19.632	14
19.634	12
19.637	14
19.639	14
19.641	14
19.643	16
19.645	14
19.647	15
19.650	16
19.652	11
19.654	6
19.656	11
19.658	14
19.660	13
19.663	12
19.665	8
19.667	13
19.669	12
19.671	13
19.673	8
19.676	13
19.678	11
19.680	12
19.682	13
19.684	11
19.686	14
19.689	14
19.691	12
19.693	13
19.695	13
19.697	14
19.699	11
19.702	12
19.704	11
19.706	11
19.708	10
19.710	10
19.712	12
19.715	8
19.717	13
19.719	13
19.721	15
19.723	11
19.725	15
19.728	15
19.730	8
19.732	12
19.734	12
19.736	12
19.738	14
19.741	14
19.743	10
19.745	14
19.747	14
19.749	13
19.751	12
19.754	9
19.756	15
19.758	9
19.760	15
19.762	14
19.764	10
19.766	11
19.769	10
19.771	13
19.773	11
19.775	9
19.777	10
19.779	10
19.782	11
19.784	11
19.786	13
19.788	8
19.790	10
19.792	14
19.795	10
19.797	15
19.799	14
19.801	14
19.803	13
19.805	15
19.808	14
19.810	13
19.812	14
19.814	13
19.816	13
19.818	14
19.821	12
19.823	14
19.825	12
19.827	10
19.829	13
19.831	11
19.834	14
19.836	7
19.838	14
19.840	14
19.842	11
19.844	11
19.847	11
19.849	13
19.851	15
19.853	12
19.855	14
19.857	9
19.860	11
19.862	14
19.864	14
19.866	14
19.868	14
19.870	10
19.873	13
19.875	10
19.877	10
19.879	9
19.881	12
19.883	11
19.886	13
19.888	12
19.890	13
19.892	11
19.894	13
19.896	13
19.899	13
19.901	15
19.903	9
19.905	11
19.907	12
19.909	11
19.912	11
19.914	10
19.916	10
19.918	12
19.920	14
19.922	10
19.925	12
19.927	13
19.929	11
19.931	10
19.933	14
19.935	13
19.938	9
19.940	11
19.942	15
19.944	2
19.946	11
19.948	8
19.951	11
19.953	12
19.955	10
19.957	13
19.959	14
19.961	12
19.963	11
19.966	12
19.968	9
19.970	14
19.972	9
19.974	8
19.976	12
19.979	11
19.981	14
19.983	12
19.985	10
19.987	14
19.989	14
19.992	11
19.994	13
19.996	15
19.998	10
20.000	11
20.002	12
20.005	13
20.007	10
20.009	12
20.011	14
20.013	13
20.015	10
20.018	13
20.020	11
20.022	13
20.024	13
20.026	12
20.028	11
20.031	14
20.033	2
20.035	14
20.037	11
20.039	12
20.041	10
20.044	14
20.046	14
20.048	15
20.050	12
20.052	13
20.054	12
20.057	10
20.059	14
20.061	11
20.063	12
20.065	12
20.067	10
20.070	14
20.072	12
20.074	14
20.076	14
20.078	12
20.080	14
20.083	15
20.085	0
20.087	0
20.089	0
20.091	0
20.093	0
20.096	0
20.098	0
20.100	0
20.102	10
20.104	9
20.106	12
20.109	9
20.111	11
20.113	14
20.115	8
20.117	9
20.119	13
20.122	13
20.124	14
20.126	12
20.128	11
20.130	9
20.132	13
20.135	11
20.137	12
20.139	15
20.141	9
20.143	14
20.145	10
20.147	11
20.150	10
20.152	10
20.154	12
20.156	12
20.158	14
20.160	12
20.163	12
20.165	14
20.167	14
20.169	10
20.171	14
20.173	14
20.176	15
20.178	10
20.180	14
20.182	11
20.184	14
20.186	12
20.189	11
20.191	10
20.193	9
20.195	12
20.197	14
20.199	12
20.202	12
20.204	13
20.206	14
20.208	12
20.210	14
20.212	13
20.215	15
20.217	14
20.219	9
20.221	14
20.223	13
20.225	13
20.228	14
20.230	15
20.232	15
20.234	12
20.236	10
20.238	13
20.241	9
20.243	8
20.245	10
20.247	11
20.249	10
20.251	15
20.254	12
20.256	14
20.258	9
20.260	10
20.262	14
20.264	10
20.267	12
20.269	13
20.271	11
20.273	15
20.275	13
20.277	15
20.280	12
20.282	13
20.284	15
20.286	13
20.288	14
20.290	14
20.293	14
20.295	13
20.297	8
20.299	13
20.301	13
20.303	10
20.306	11
20.308	2
20.310	13
20.312	14
20.314	12
20.316	0
20.319	15
20.321	14
20.323	11
20.325	12
20.327	15
20.329	14
20.332	11
20.334	5
20.336	10
20.338	14
20.340	10
20.342	9
20.344	12
20.347	14
20.349	11
20.351	12
20.353	14
20.355	12
20.357	11
20.360	11
20.362	9
20.364	12
20.366	14
20.368	14
20.370	15
20.373	15
20.375	14
20.377	11
20.379	13
20.381	13
20.383	14
20.386	12
20.388	11
20.390	13
20.392	11
20.394	13
20.396	14
20.399	14
20.401	9
20.403	10
20.405	5
20.407	7
20.409	11
20.412	15
20.414	14
20.416	13
20.418	12
20.420	9
20.422	13
20.425	12
20.427	15
20.429	11
20.431	13
20.433	14
20.435	12
20.438	8
20.440	14
20.442	15
20.444	15
20.446	15
20.448	12
20.451	14
20.453	14
20.455	12
20.457	12
20.459	9
20.461	10
20.464	14
20.466	14
20.468	14
20.470	14
20.472	14
20.474	14
20.477	14
20.479	13
20.481	12
20.483	11
20.485	10
20.487	9
20.490	11
20.492	15
20.494	14
20.496	10
20.498	9
20.500	9
20.503	15
20.505	13
20.507	13
20.509	14
20.511	15
20.513	11
20.516	10
20.518	9
20.520	14
20.522	14
20.524	10
20.526	11
20.529	11
20.531	10
20.533	0
20.535	14
20.537	13
20.539	13
20.541	9
20.544	12
20.546	8
20.548	10
20.550	10
20.552	12
20.554	10
20.557	12
20.559	14
20.561	14
20.563	9
20.565	10
20.567	13
20.570	14
20.572	13
20.574	14
20.576	0
20.578	11
20.580	15
20.583	12
20.585	14
20.587	13
20.589	13
20.591	11
20.593	13
20.596	13
20.598	13
20.600	7
20.602	9
20.604	13
20.606	15
20.609	11
20.611	14
20.613	10
20.615	6
20.617	15
20.619	0
20.622	13
20.624	13
20.626	9
20.628	12
20.630	9
20.632	12
20.635	14
20.637	14
20.639	15
20.641	13
20.643	13
20.645	10
20.648	12
20.650	13
20.652	15
20.654	12
20.656	14
20.658	10
20.661	9
20.663	0
20.665	9
20.667	9
20.669	9
20.671	9
20.674	9
20.676	12
20.678	11
20.680	15
20.682	15
20.684	12
20.687	12
20.689	14
20.691	14
20.693	13
20.695	14
20.697	14
20.700	13
20.702	14
20.704	14
20.706	9
20.708	13
20.710	10
20.713	14
20.715	11
20.717	8
20.719	12
20.721	10
20.723	15
20.725	14
20.728	15
20.730	14
20.732	12
20.734	13
20.736	13
20.738	10
20.741	13
20.743	13
20.745	12
20.747	13
20.749	9
20.751	12
20.754	15
20.756	10
20.758	8
20.760	14
20.762	12
20.764	11
20.767	14
20.769	7
20.771	13
20.773	11
20.775	12
20.777	13
20.780	14
20.782	13
20.784	13
20.786	13
20.788	14
20.790	12
20.793	0
20.795	14
20.797	13
20.799	14
20.801	13
20.803	11
20.806	10
20.808	13
20.810	12
20.812	14
20.814	14
20.816	14
20.819	9
20.821	14
20.823	10
20.825	10
20.827	12
20.829	14
20.832	12
20.834	15
20.836	0
20.838	14
20.840	11
20.842	13
20.845	11
20.847	13
20.849	11
20.851	12
20.853	12
20.855	11
20.858	13
20.860	14
20.862	14
20.864	14
20.866	11
20.868	12
20.871	11
20.873	13
20.875	12
20.877	11
20.879	0
20.881	15
20.884	10
20.886	12
20.888	14
20.890	13
20.892	13
20.894	10
20.897	14
20.899	11
20.901	14
20.903	14
20.905	14
20.907	12
20.910	14
20.912	8
20.914	14
20.916	9
20.918	15
20.920	13
20.922	0
20.925	0
20.927	0
20.929	0
20.931	0
20.933	0
20.935	0
20.938	0
20.940	0
20.942	14
20.944	12
20.946	14
20.948	11
20.951	15
20.953	13
20.955	12
20.957	14
20.959	12
20.961	11
20.964	11
20.966	13
20.968	14
20.970	13
20.972	14
20.974	14
20.977	14
20.979	14
20.981	13
20.983	15
20.985	10
20.987	13
20.990	12
20.992	10
20.994	12
20.996	9
20.998	13
21.000	10
21.003	9
21.005	9
21.007	13
21.009	12
21.011	12
21.013	9
21.016	14
21.018	10
21.020	13
21.022	11
21.024	12
21.026	11
21.029	10
21.031	14
21.033	13
21.035	8
21.037	13
21.039	10
21.042	14
21.044	13
21.046	13
21.048	10
21.050	11
21.052	14
21.055	14
21.057	3
21.059	13
21.061	10
21.063	13
21.065	8
21.068	12
21.070	14
21.072	13
21.074	13
21.076	14
21.078	15
21.081	14
21.083	6
21.085	13
21.087	12
21.089	10
21.091	13
21.094	14
21.096	15
21.098	11
21.100	10
21.102	10
21.104	12
21.106	13
21.109	12
21.111	10
21.113	12
21.115	10
21.117	11
21.119	10
21.122	14
21.124	14
21.126	14
21.128	14
21.130	12
21.132	14
21.135	9
21.137	8
21.139	14
21.141	14
21.143	13
21.145	14
21.148	11
21.150	12
21.152	14
21.154	12
21.156	13
21.158	12
21.161	15
21.163	11
21.165	12
21.167	14
21.169	10
21.171	14
21.174	14
21.176	14
21.178	12
21.180	13
21.182	14
21.184	14
21.187	15
21.189	13
21.191	15
21.193	8
21.195	10
21.197	14
21.200	14
21.202	15
21.204	11
21.206	13
21.208	14
21.210	2
21.213	13
21.215	12
21.217	14
21.219	6
21.221	14
21.223	14
21.226	14
21.228	9
21.230	9
21.232	11
21.234	11
21.236	15
21.239	9
21.241	14
21.243	11
21.245	9
21.247	12
21.249	12
21.252	14
21.254	14
21.256	13
21.258	11
21.260	12
21.262	9
21.265	9
21.267	13
21.269	15
21.271	13
21.273	8
21.275	11
21.278	14
21.280	14
21.282	11
21.284	12
21.286	14
21.288	13
21.291	9
21.293	13
21.295	14
21.297	14
21.299	14
21.301	13
21.303	9
21.306	14
21.308	10
21.310	15
21.312	10
21.314	13
21.316	13
21.319	12
21.321	12
21.323	9
21.325	11
21.327	13
21.329	9
21.332	9
21.334	15
21.336	10
21.338	15
21.340	9
21.342	13
21.345	9
21.347	15
21.349	14
21.351	10
21.353	15
21.355	14
21.358	13
21.360	14
21.362	14
21.364	13
21.366	13
21.368	10
21.371	14
21.373	8
21.375	14
21.377	14
21.379	8
21.381	14
21.384	10
21.386	13
21.388	14
21.390	13
21.392	14
21.394	11
21.397	12
21.399	11
21.401	9
21.403	14
21.405	11
21.407	10
21.410	9
21.412	12
21.414	10
21.416	13
21.418	14
21.420	13
21.423	14
21.425	14
21.427	14
21.429	9
21.431	14
21.433	6
21.436	13
21.438	14
21.440	11
21.442	14
21.444	13
21.446	11
21.449	14
21.451	12
21.453	9
21.455	12
21.457	10
21.459	14
21.462	10
21.464	13
21.466	13
21.468	12
21.470	15
21.472	14
21.475	13
21.477	14
21.479	15
21.481	9
21.483	14
21.485	14
21.488	7
21.490	14
21.492	13
21.494	11
21.496	13
21.498	9
21.500	13
21.503	13
21.505	9
21.507	14
21.509	14
21.511	10
21.513	7
21.516	9
21.518	14
21.520	12
21.522	14
21.524	14
21.526	14
21.529	14
21.531	13
21.533	14
21.535	9
21.537	9
21.539	15
21.542	13
21.544	8
21.546	14
21.548	13
21.550	14
21.552	10
21.555	9
21.557	15
21.559	13
21.561	9
21.563	11
21.565	15
21.568	13
21.570	10
21.572	12
21.574	10
21.576	13
21.578	10
21.581	13
21.583	12
21.585	14
21.587	9
21.589	10
21.591	13
21.594	14
21.596	14
21.598	12
21.600	13
21.602	8
21.604	13
21.607	11
21.609	15
21.611	14
21.613	9
21.615	9
21.617	12
21.620	14
21.622	12
21.624	9
21.626	15
21.628	13
21.630	9
21.633	13
21.635	14
21.637	10
21.639	13
21.641	14
21.643	14
21.646	13
21.648	9
21.650	8
21.652	10
21.654	10
21.656	13
21.659	13
21.661	14
21.663	13
21.665	15
21.667	11
21.669	12
21.672	12
21.674	10
21.676	15
21.678	15
21.680	14
21.682	12
21.684	12
21.687	14
21.689	13
21.691	10
21.693	13
21.695	10
21.697	14
21.700	13
21.702	13
21.704	10
21.706	9
21.708	11
21.710	9
21.713	10
21.715	12
21.717	10
21.719	12
21.721	11
21.723	11
21.726	9
21.728	13
21.730	12
21.732	14
21.734	15
21.736	12
21.739	14
21.741	4
21.743	11
21.745	13
21.747	10
21.749	13
21.752	12
21.754	13
21.756	8
21.758	8
21.760	12
21.762	13
21.765	14
21.767	12
21.769	14
21.771	12
21.773	12
21.775	14
21.778	4
21.780	9
21.782	14
21.784	13
21.786	10
21.788	14
21.791	14
21.793	13
21.795	14
21.797	14
21.799	13
21.801	14
21.804	15
21.806	13
21.808	9
21.810	5
21.812	9
21.814	14
21.817	14
21.819	16
21.821	8
21.823	10
21.825	11
21.827	10
21.830	9
21.832	12
21.834	10
21.836	9
21.838	14
21.840	14
21.843	13
21.845	9
21.847	13
21.849	10
21.851	13
21.853	8
21.856	12
21.858	9
21.860	9
21.862	9
21.864	14
21.866	14
21.869	14
21.871	10
21.873	9
21.875	15
21.877	9
21.879	12
21.881	12
21.884	10
21.886	10
21.888	13
21.890	13
21.892	14
21.894	9
21.897	13
21.899	12
21.901	14
21.903	12
21.905	9
21.907	14
21.910	15
21.912	12
21.914	13
21.916	14
21.918	12
21.920	11
21.923	10
21.925	12
21.927	10
21.929	14
21.931	9
21.933	13
21.936	12
21.938	9
21.940	11
21.942	13
21.944	14
21.946	9
21.949	9
21.951	15
21.953	12
21.955	14
21.957	14
21.959	12
21.962	8
21.964	12
21.966	11
21.968	14
21.970	14
21.972	9
21.975	12
21.977	14
21.979	9
21.981	11
21.983	12
21.985	10
21.988	12
21.990	10
21.992	13
21.994	14
21.996	11
21.998	13
22.001	14
22.003	12
22.005	13
22.007	15
22.009	13
22.011	4
22.014	14
22.016	7
22.018	11
22.020	13
22.022	13
22.024	8
22.027	10
22.029	13
22.031	14
22.033	15
22.035	15
22.037	15
22.040	13
22.042	14
22.044	11
22.046	12
22.048	12
22.050	12
22.053	13
22.055	14
22.057	11
22.059	11
22.061	12
22.063	13
22.066	14
22.068	10
22.070	12
22.072	13
22.074	15
22.076	13
22.078	6
22.081	13
22.083	14
22.085	9
22.087	14
22.089	11
22.091	13
22.094	13
22.096	12
22.098	14
22.100	14
22.102	10
22.104	13
22.107	14
22.109	14
22.111	12
22.113	14
22.115	12
22.117	15
22.120	13
22.122	14
22.124	11
22.126	6
22.128	14
22.130	8
22.133	15
22.135	14
22.137	13
22.139	15
22.141	10
22.143	14
22.146	11
22.148	11
22.150	9
22.152	14
22.154	11
22.156	12
22.159	9
22.161	12
22.163	15
22.165	13
22.167	13
22.169	9
22.172	14
22.174	14
22.176	15
22.178	15
22.180	9
22.182	15
22.185	11
22.187	10
22.189	11
22.191	3
22.193	15
22.195	15
22.198	13
22.200	15
22.202	14
22.204	10
22.206	15
22.208	15
22.211	14
22.213	13
22.215	11
22.217	11
22.219	13
22.221	10
22.224	13
22.226	14
22.228	14
22.230	14
22.232	12
22.234	12
22.237	11
22.239	14
22.241	13
22.243	14
22.245	13
22.247	12
22.250	14
22.252	13
22.254	12
22.256	9
22.258	13
22.260	10
22.262	14
22.265	15
22.267	12
22.269	12
22.271	13
22.273	11
22.275	13
22.278	8
22.280	12
22.282	12
